row_label_raw,row_label_full,col_0,Số cổ phiếu phổ thông bình quân gia quyền,Lãi cơ bản trên cổ phiếu VND,numeric__Số cổ phiếu phổ thông bình quân gia quyền,numeric__Lãi cơ bản trên cổ phiếu VND
Số báo cáo trước đây,Số báo cáo trước đây,Số báo cáo trước đây,2.123.830.077,4.037,2123830077.0,4037.0
Ảnh hưởng của việc trả cổ tức bằng cổ phiếu,Ảnh hưởng của việc trả cổ tức bằng cổ phiếu,Ảnh hưởng của việc trả cổ tức bằng cổ phiếu,637.166.949,(932),637166949.0,-932.0
Số điều chỉnh lại,Số điều chỉnh lại,Số điều chỉnh lại,2.760.997.026,3.105,2760997026.0,3105.0
