row_label_raw,row_label_full,Được phân loại là các khoản đầu turNam giữ đến ngày đáo hạn:- Đầu tư nằm giữ đến ngày đáo hạn –ngắn hạn- Đầu tư nằm giữ đến ngày đáo hạn –dài hạn,31/12/2019 > Giá trịghi sốTriệu VND > 1.374.34046.526,31/12/2019 > Giá trịhợp lýTriệu VND > 1.374.340(*),1/1/2019 > Giá trịghi sốTriệu VND > 3.724.56365.885,1/1/2019 > Giá trịhợp lýTriệu VND > 3.724.563(*),numeric__31/12/2019 > Giá trịghi sốTriệu VND > 1.374.34046.526,numeric__31/12/2019 > Giá trịhợp lýTriệu VND > 1.374.340(*),numeric__1/1/2019 > Giá trịghi sốTriệu VND > 3.724.56365.885,numeric__1/1/2019 > Giá trịhợp lýTriệu VND > 3.724.563(*)
Được phân loại là các khoản cho vay vàphải thu:- Tiền và các khoản tương đương tiền- Phải thu ngắn hạn của khách hàng vàphải thu ngắn hạn khác- Phải thu về cho vay dài hạn vàphải thu dài hạn khác,Được phân loại là các khoản cho vay vàphải thu:- Tiền và các khoản tương đương tiền- Phải thu ngắn hạn của khách hàng vàphải thu ngắn hạn khác- Phải thu về cho vay dài hạn vàphải thu dài hạn khác,Được phân loại là các khoản cho vay vàphải thu:- Tiền và các khoản tương đương tiền- Phải thu ngắn hạn của khách hàng vàphải thu ngắn hạn khác- Phải thu về cho vay dài hạn vàphải thu dài hạn khác,4.544.9002.801.60427.718,4.544.9002.801.604(*),2.515.6172.386.99622.302,2.515.6173.091.875(*),4.5449002801604275e+18,,2.5156172386996224e+18,
Được phân loại là tài sản tài chínhsẵn sàng để bán:- Các khoản đầu tư vào công cụvốn chủ sở hữu,Được phân loại là tài sản tài chínhsẵn sàng để bán:- Các khoản đầu tư vào công cụvốn chủ sở hữu,Được phân loại là tài sản tài chínhsẵn sàng để bán:- Các khoản đầu tư vào công cụvốn chủ sở hữu,700,(*),700,(*),700.0,,700.0,
"Được phân loại là nợ phải trả tài chínhđược xác định theo giá trị phân bổ:- Phải trả người bán ngắn hạn và phảitrã ngắn hạn khác- Phải trả người bán dài hạn, chi phíphải trả dài hạn và phải tràdài hạn khác- Các khoản vay","Được phân loại là nợ phải trả tài chínhđược xác định theo giá trị phân bổ:- Phải trả người bán ngắn hạn và phảitrã ngắn hạn khác- Phải trả người bán dài hạn, chi phíphải trả dài hạn và phải tràdài hạn khác- Các khoản vay","Được phân loại là nợ phải trả tài chínhđược xác định theo giá trị phân bổ:- Phải trả người bán ngắn hạn và phảitrã ngắn hạn khác- Phải trả người bán dài hạn, chi phíphải trả dài hạn và phải tràdài hạn khác- Các khoản vay",(8.090.259)(6.672.088)(36.679.753),(8.090.259)(*)(*),(9.213.056)(1.658.952)(24.305.714),(9.213.056)(*) (24.298.044),,,,
,,,(42.646.312),,(26.461.659),,-42646312.0,,-26461659.0,
