row_label_raw,row_label_full,col_0,2019VND,2018VND,numeric__2019VND,numeric__2018VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,37.196.900.023.418,4.726.077.899.797,37196900023418.0,4726077899797.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,19.398.227.780.457,33.710.099.893.236,19398227780457.0,33710099893236.0
Lãi vay vốn hóa trong năm,Lãi vay vốn hóa trong năm,Lãi vay vốn hóa trong năm,1.371.477.036.921,419.620.498.455,1371477036921.0,419620498455.0
Giảm do thanh lý và giải thể công ty con,Giảm do thanh lý và giải thể công ty con,Giảm do thanh lý và giải thể công ty con,-,(2.413.696.610),,-2413696610.0
Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,(20.696.904.584.940),(1.535.599.568.042),-20696904584940.0,-1535599568042.0
Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,(29.351.367.152),(18.506.979.186),-29351367152.0,-18506979186.0
Chuyển sang bắt động sản đầu tư,Chuyển sang bắt động sản đầu tư,Chuyển sang bắt động sản đầu tư,(416.472.681.847),-,-416472681847.0,
Chuyển sang chi phí trả trước dài hạn,Chuyển sang chi phí trả trước dài hạn,Chuyển sang chi phí trả trước dài hạn,(126.351.414.583),(45.567.864.862),-126351414583.0,-45567864862.0
Chuyển sang chi phí trả trước ngắn hạn,Chuyển sang chi phí trả trước ngắn hạn,Chuyển sang chi phí trả trước ngắn hạn,(5.248.613.116),(6.161.692.214),-5248613116.0,-6161692214.0
Thanh lý,Thanh lý,Thanh lý,(490.150.000),(50.248.878.905),-490150000.0,-50248878905.0
Biến động khác,Biến động khác,Biến động khác,(6.611.960.867),(399.588.251),-6611960867.0,-399588251.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,36.685.174.068.291,37.196.900.023.418,36685174068291.0,37196900023418.0
