row_label_raw,row_label_full,CHỈ TIÊU,MS,TM,Năm 2018VND,Năm 2017VND,numeric__MS,numeric__TM,numeric__Năm 2018VND,numeric__Năm 2017VND
I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh,,,,
Lợi nhuận trước thuế,I. Lưu chuyển tiền từ hoạt động kinh doanh > Lợi nhuận trước thuế,Lợi nhuận trước thuế,01,,94.087.707.123,367.526.410.750,1.0,,94087707123.0,367526410750.0
Điều chỉnh cho các khoản,I. Lưu chuyển tiền từ hoạt động kinh doanh > Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,238.690.394.890,478.959.008.461,,,238690394890.0,478959008461.0
- Khấu hao TSCĐ và BĐSDĐT,I. Lưu chuyển tiền từ hoạt động kinh doanh > - Khấu hao TSCĐ và BĐSDĐT,- Khấu hao TSCĐ và BĐSDĐT,02,,179.118.367.127,360.568.743.941,2.0,,179118367127.0,360568743941.0
- Các khoản dự phòng,I. Lưu chuyển tiền từ hoạt động kinh doanh > - Các khoản dự phòng,- Các khoản dự phòng,03,,21.401.049.657,(385.610.699),3.0,,21401049657.0,-385610699.0
"- Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","I. Lưu chuyển tiền từ hoạt động kinh doanh > - Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ","- Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",04,,-,1.273.250,4.0,,,1273250.0
"- Lãi, lỗ từ hoạt động đầu tư","I. Lưu chuyển tiền từ hoạt động kinh doanh > - Lãi, lỗ từ hoạt động đầu tư","- Lãi, lỗ từ hoạt động đầu tư",05,,(101.340.450.580),(49.216.258.257),5.0,,-101340450580.0,-49216258257.0
- Chỉ phí lãi vay,I. Lưu chuyển tiền từ hoạt động kinh doanh > - Chỉ phí lãi vay,- Chỉ phí lãi vay,06,,139.511.428.686,167.990.860.226,6.0,,139511428686.0,167990860226.0
Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,I. Lưu chuyển tiền từ hoạt động kinh doanh > Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,332.778.102.013,846.485.419.211,8.0,,332778102013.0,846485419211.0
"- Tăng, giảm các khoản phải thu","I. Lưu chuyển tiền từ hoạt động kinh doanh > - Tăng, giảm các khoản phải thu","- Tăng, giảm các khoản phải thu",09,,28.897.667.841,198.598.084.831,9.0,,28897667841.0,198598084831.0
"- Tăng, giảm hàng tồn kho","I. Lưu chuyển tiền từ hoạt động kinh doanh > - Tăng, giảm hàng tồn kho","- Tăng, giảm hàng tồn kho",10,,(30.239.412.020),(6.914.137.350),10.0,,-30239412020.0,-6914137350.0
"- Tăng, giảm các khoản phải trả","I. Lưu chuyển tiền từ hoạt động kinh doanh > - Tăng, giảm các khoản phải trả","- Tăng, giảm các khoản phải trả",11,,343.571.083.717,(87.882.281.965),11.0,,343571083717.0,-87882281965.0
"- Tăng, giảm chỉ phí trả trước","I. Lưu chuyển tiền từ hoạt động kinh doanh > - Tăng, giảm chỉ phí trả trước","- Tăng, giảm chỉ phí trả trước",12,,(106.417.959.444),(145.241.685.145),12.0,,-106417959444.0,-145241685145.0
- Tiền lãi vay đã trả,I. Lưu chuyển tiền từ hoạt động kinh doanh > - Tiền lãi vay đã trả,- Tiền lãi vay đã trả,14,,(188.927.306.182),(239.416.630.533),14.0,,-188927306182.0,-239416630533.0
- Thuế thu nhập doanh nghiệp đã nộp,I. Lưu chuyển tiền từ hoạt động kinh doanh > - Thuế thu nhập doanh nghiệp đã nộp,- Thuế thu nhập doanh nghiệp đã nộp,15,,(52.101.471.986),(87.841.419.375),15.0,,-52101471986.0,-87841419375.0
- Tiền thu khác từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh > - Tiền thu khác từ hoạt động kinh doanh,- Tiền thu khác từ hoạt động kinh doanh,16,,-,28.233.508,16.0,,,28233508.0
- Tiền chỉ khác cho hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh > - Tiền chỉ khác cho hoạt động kinh doanh,- Tiền chỉ khác cho hoạt động kinh doanh,17,,(336.261.252),(645.463.066),17.0,,-336261252.0,-645463066.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,I. Lưu chuyển tiền từ hoạt động kinh doanh > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,327.224.442.687,477.170.120.116,20.0,,327224442687.0,477170120116.0
II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,II. Lưu chuyển tiền từ hoạt động đầu tư,,,,
"Tiền chỉ để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","II. Lưu chuyển tiền từ hoạt động đầu tư > Tiền chỉ để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác","Tiền chỉ để mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,,(719.940.917.619),(2.205.292.495.366),21.0,,-719940917619.0,-2205292495366.0
"Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","II. Lưu chuyển tiền từ hoạt động đầu tư > Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác","Tiền thu từ thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,,1.355.261.909,8.045.888.700,22.0,,1355261909.0,8045888700.0
"Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác","II. Lưu chuyển tiền từ hoạt động đầu tư > Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác","Tiền chỉ cho vay, mua các công cụ nợ của đơn vị khác",23,,(156.449.368.255),(711.915.757.860),23.0,,-156449368255.0,-711915757860.0
