row_label_raw,row_label_full,col_0,31/12/2018 (VND) > Giá trị,31/12/2018 (VND) > Dự phòng,01/01/2018 (VND) > Giá trị,01/01/2018 (VND) > Dự phòng,numeric__31/12/2018 (VND) > Giá trị,numeric__31/12/2018 (VND) > Dự phòng,numeric__01/01/2018 (VND) > Giá trị,numeric__01/01/2018 (VND) > Dự phòng
Ngắn hạn,Ngắn hạn,Ngắn hạn,139.648.215.623,(3.167.710.000),230.302.895.642,-,139648215623.0,-3167710000.0,230302895642.0,
Tạm ứng,Tạm ứng,Tạm ứng,30.172.291.495,-,106.483.234.182,-,30172291495.0,,106483234182.0,
"Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",3.172.000.000,(3.150.000.000),73.970.000,-,3172000000.0,-3150000000.0,73970000.0,
Phải thu UBND quận nam từ liêm giá trị hoàn trả suất đầu tư hạ tầng của các lô đất công cộng thuộc dự án sinh thái Xuân phương,Phải thu UBND quận nam từ liêm giá trị hoàn trả suất đầu tư hạ tầng của các lô đất công cộng thuộc dự án sinh thái Xuân phương,Phải thu UBND quận nam từ liêm giá trị hoàn trả suất đầu tư hạ tầng của các lô đất công cộng thuộc dự án sinh thái Xuân phương,48.324.177.720,-,48.324.177.720,-,48324177720.0,,48324177720.0,
Phải thu khác,Phải thu khác,Phải thu khác,57.979.746.408,(17.710.000),75.421.513.740,-,57979746408.0,-17710000.0,75421513740.0,
Dài hạn,Dài hạn,Dài hạn,59.998.436.502,-,102.899.334.755,(3.150.000.000),59998436502.0,,102899334755.0,-3150000000.0
"Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",387.890.000,-,3.521.190.000,(3.150.000.000),387890000.0,,3521190000.0,-3150000000.0
Phải thu khác,Phải thu khác,Phải thu khác,59.610.546.502,-,99.378.144.755,-,59610546502.0,,99378144755.0,
