row_label_raw,row_label_full,Khoản mục,Quyền sử dụng đất,Phần mềm máy tính,Tổng,numeric__Quyền sử dụng đất,numeric__Phần mềm máy tính,numeric__Tổng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,102.878.251,7.582.278.937,7.685.157.188,102878251.0,7582278937.0,7685157188.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,-,1.063.301.200,1.063.301.200,,1063301200.0,1063301200.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,102.878.251,8.645.580.137,8.748.458.388,102878251.0,8645580137.0,8748458388.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,47.246.592,1.588.692.595,1.635.939.187,47246592.0,1588692595.0,1635939187.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,4.286.592,1.240.060.133,1.244.346.725,4286592.0,1240060133.0,1244346725.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,51.533.184,2.828.752.728,2.880.285.912,51533184.0,2828752728.0,2880285912.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,
Tại ngày đầu năm,Giá trị còn lại > Tại ngày đầu năm,Tại ngày đầu năm,55.631.659,5.993.586.342,6.049.218.001,55631659.0,5993586342.0,6049218001.0
Tại ngày cuối năm,Giá trị còn lại > Tại ngày cuối năm,Tại ngày cuối năm,51.345.067,5.816.827.409,5.868.172.476,51345067.0,5816827409.0,5868172476.0
