row_label_raw,row_label_full,col_0,01/01/2018,Năm 2018 > Số phải nộp,Năm 2018 > Số đã nộp,31/12/2018,numeric__01/01/2018,numeric__Năm 2018 > Số phải nộp,numeric__Năm 2018 > Số đã nộp,numeric__31/12/2018
Thuế GTGT đầu ra,Thuế GTGT đầu ra,Thuế GTGT đầu ra,96.933.800,-,-,96.933.800,96933800.0,,,96933800.0
Thuế Thu nhập doanh nghiệp,Thuế Thu nhập doanh nghiệp,Thuế Thu nhập doanh nghiệp,9.339.972.146,1.226.305.098,30.130.982,8.143.798.030,9339972146.0,1226305098.0,30130982.0,8143798030.0
Thuế Thu nhập cá nhân,Thuế Thu nhập cá nhân,Thuế Thu nhập cá nhân,327.590,1.422.174,1.134.392,39.808,327590.0,1422174.0,1134392.0,39808.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",30.000,128.323.848,128.293.848,-,30000.0,128323848.0,128293848.0,
Thuế khác,Thuế khác,Thuế khác,3.000.000,3.000.000,-,-,3000000.0,3000000.0,,
Tổng,Tổng,Tổng,9.440.263.536,1.359.051.120,159.559.222,8.240.771.638,9440263536.0,1359051120.0,159559222.0,8240771638.0
