row_label_raw,row_label_full,CHỈ TIÊU,MS,TM,Năm 2018VND,Năm 2017VND,numeric__MS,numeric__TM,numeric__Năm 2018VND,numeric__Năm 2017VND
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,5.22,1.147.081.921.292,2.195.365.958.836,1.0,522.0,1147081921292.0,2195365958836.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,5.23,10.781.858.131,17.710.637.515,2.0,523.0,10781858131.0,17710637515.0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,,1.136.300.063.161,2.177.655.321.321,10.0,,1136300063161.0,2177655321321.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,5.24,824.462.250.808,1.545.476.259.810,11.0,524.0,824462250808.0,1545476259810.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10 - 11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10 - 11),5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10 - 11),20,,311.837.812.353,632.179.061.511,20.0,,311837812353.0,632179061511.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,5.25,99.074.434.595,37.944.883.607,21.0,525.0,99074434595.0,37944883607.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,5.26,142.135.319.720,171.266.076.252,22.0,526.0,142135319720.0,171266076252.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,139.511.428.686,167.990.860.226,23.0,,139511428686.0,167990860226.0
"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết","8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết","8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,,2.266.015.985,11.271.374.650,24.0,,2266015985.0,11271374650.0
9. Chi phí bán hàng,9. Chi phí bán hàng,9. Chi phí bán hàng,25,5.27,33.609.432.018,31.427.906.265,25.0,527.0,33609432018.0,31427906265.0
10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,26,5.27,147.091.331.858,109.294.553.354,26.0,527.0,147091331858.0,109294553354.0
Lợi nhuận thuần từ hoạt động,Lợi nhuận thuần từ hoạt động,Lợi nhuận thuần từ hoạt động,Lợi nhuận thuần từ hoạt động,Lợi nhuận thuần từ hoạt động,Lợi nhuận thuần từ hoạt động,Lợi nhuận thuần từ hoạt động,,,,
