row_label_raw,row_label_full,Trải phiếu phát hànhLoại phát hành theo mệnh giá (1),31/12/2018 (VND) > Giá trị > -,31/12/2018 (VND) > Kỳ hạn > 3 năm,01/01/2018 (VND) > Giá trị > 159.360.000.000,01/01/2018 (VND) > Kỳ hạn > 3 năm,numeric__31/12/2018 (VND) > Giá trị > -,numeric__31/12/2018 (VND) > Kỳ hạn > 3 năm,numeric__01/01/2018 (VND) > Giá trị > 159.360.000.000,numeric__01/01/2018 (VND) > Kỳ hạn > 3 năm
Chi phí phát hành trái phiếu (2),Chi phí phát hành trái phiếu (2),Chi phí phát hành trái phiếu (2),-,,982.188.801,,,,982188801.0,
Giá trị thu được {(3)=(1)-(2)},Giá trị thu được {(3)=(1)-(2)},Giá trị thu được {(3)=(1)-(2)},-,,158.377.811.199,,,,158377811199.0,
