row_label_raw,row_label_full,5.19 Dự phòng phải trả,5.19 Dự phòng phải trả_1,5.19 Dự phòng phải trả_2,numeric__5.19 Dự phòng phải trả_1,numeric__5.19 Dự phòng phải trả_2
,,,31/12/2018VND,01/01/2018VND,,
Dài hạn,Dài hạn,Dài hạn,38.460.745.459,30.768.596.367,38460745459.0,30768596367.0
"Dự phòng đại tu phần cầu, đường của dự án BOT21","Dự phòng đại tu phần cầu, đường của dự án BOT21","Dự phòng đại tu phần cầu, đường của dự án BOT21",38.460.745.459,30.768.596.367,38460745459.0,30768596367.0
Tổng,Tổng,Tổng,38.460.745.459,30.768.596.367,38460745459.0,30768596367.0
