row_label_raw,row_label_full,NÔI DUNG,Trang,numeric__Trang
BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,2 - 3,
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,4 - 5,
BÁO CÁO TÀI CHÍNH HỢP NHẤT ĐÃ ĐƯỢC KIỂM TOÁN,BÁO CÁO TÀI CHÍNH HỢP NHẤT ĐÃ ĐƯỢC KIỂM TOÁN,BÁO CÁO TÀI CHÍNH HỢP NHẤT ĐÃ ĐƯỢC KIỂM TOÁN,,
Bàng Cân đối kế toán hợp nhất,Bàng Cân đối kế toán hợp nhất,Bàng Cân đối kế toán hợp nhất,6 - 7,
Báo cáo Kết quả hoạt động kinh doanh hợp nhất,Bàng Cân đối kế toán hợp nhất > Báo cáo Kết quả hoạt động kinh doanh hợp nhất,Báo cáo Kết quả hoạt động kinh doanh hợp nhất,8,8.0
Báo cáo Lưu chuyển tiền tệ hợp nhất,Bàng Cân đối kế toán hợp nhất > Báo cáo Lưu chuyển tiền tệ hợp nhất,Báo cáo Lưu chuyển tiền tệ hợp nhất,9,9.0
Bàn thuyết minh Báo cáo tài chính hợp nhất,Bàn thuyết minh Báo cáo tài chính hợp nhất,Bàn thuyết minh Báo cáo tài chính hợp nhất,10 - 49,
