row_label_raw,row_label_full,col_0,Xây lắp và hoạt động khác,"Đầu tư, kinh doanh BDS",Dịch vụ thu phí đường bộ theo hình thức BOT,Dịch vụ thu phí tự động không dùng theo hình thức BOO,Tổng,numeric__Xây lắp và hoạt động khác,"numeric__Đầu tư, kinh doanh BDS",numeric__Dịch vụ thu phí đường bộ theo hình thức BOT,numeric__Dịch vụ thu phí tự động không dùng theo hình thức BOO,numeric__Tổng
DOANH THU,DOANH THU,DOANH THU,DOANH THU,DOANH THU,DOANH THU,DOANH THU,DOANH THU,,,,,
Tổng doanh thu,DOANH THU > Tổng doanh thu,Tổng doanh thu,275.910.582.384,445.599.889.539,385.448.193.036,40.123.256.333,1.147.081.921.292,275910582384.0,445599889539.0,385448193036.0,40123256333.0,1147081921292.0
Giảm trừ doanh thu,DOANH THU > Giảm trừ doanh thu,Giảm trừ doanh thu,(10.255.453.304),(526.404.827),,,(10.781.858.131),-10255453304.0,-526404827.0,,,-10781858131.0
Doanh thu thuần,DOANH THU > Doanh thu thuần,Doanh thu thuần,265.655.129.080,445.073.484.712,385.448.193.036,40.123.256.333,1.136.300.063.161,265655129080.0,445073484712.0,385448193036.0,40123256333.0,1136300063161.0
KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,KẾT QUẢ HOẠT ĐỘNG,,,,,
Kết quả bộ phận,KẾT QUẢ HOẠT ĐỘNG > Kết quả bộ phận,Kết quả bộ phận,51.896.235.080,32.732.609.404,55.538.551.891,(46.079.689.252),94.087.707.123,51896235080.0,32732609404.0,55538551891.0,-46079689252.0,94087707123.0
Thuế thu nhập doanh nghiệp,KẾT QUẢ HOẠT ĐỘNG > Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,20.475.165.124,6.714.410.992,1.217.792.797,-,28.407.368.914,20475165124.0,6714410992.0,1217792797.0,,28407368914.0
Lợi nhuận trong năm,KẾT QUẢ HOẠT ĐỘNG > Lợi nhuận trong năm,Lợi nhuận trong năm,31.421.069.956,26.018.198.412,54.320.759.094,(46.079.689.252),65.680.338.209,31421069956.0,26018198412.0,54320759094.0,-46079689252.0,65680338209.0
