row_label_raw,row_label_full,Chỉ tiêu,Số dư đầu năm,Phát sinh trong năm > Số phải nộp,Phát sinh trong năm > Số đã nộp,Số dư cuối năm,numeric__Số dư đầu năm,numeric__Phát sinh trong năm > Số phải nộp,numeric__Phát sinh trong năm > Số đã nộp,numeric__Số dư cuối năm
1. Thuế GTGT,1. Thuế GTGT,1. Thuế GTGT,3.307,25.405,27.374,1.338,3307.0,25405.0,27374.0,1338.0
2. Thuế TNDN,2. Thuế TNDN,2. Thuế TNDN,560,532,1.092,-,560.0,532.0,1092.0,
3. Các loại thuế khác,3. Các loại thuế khác,3. Các loại thuế khác,3.942,48.829,48.828,3.943,3942.0,48829.0,48828.0,3943.0
Tổng cộng,Tổng cộng,Tổng cộng,7.809,74.766,77.294,5.281,7809.0,74766.0,77294.0,5281.0
