row_label_raw,row_label_full,11. Tiền gửi và vay các TCTD khác,11. Tiền gửi và vay các TCTD khác_1,11. Tiền gửi và vay các TCTD khác_2,numeric__11. Tiền gửi và vay các TCTD khác_1,numeric__11. Tiền gửi và vay các TCTD khác_2
11.1. Tiền gửi của các TCTD khác,11.1. Tiền gửi của các TCTD khác,11.1. Tiền gửi của các TCTD khác,31/12/2022,01/01/2022,,
a. Tiền gửi không kỳ hạn,11.1. Tiền gửi của các TCTD khác > a. Tiền gửi không kỳ hạn,a. Tiền gửi không kỳ hạn,2.517.244,13.545,2517244.0,13545.0
- Bằng VND,11.1. Tiền gửi của các TCTD khác > - Bằng VND,- Bằng VND,2.517.181,13.479,2517181.0,13479.0
- Bằng ngoại hối,11.1. Tiền gửi của các TCTD khác > - Bằng ngoại hối,- Bằng ngoại hối,63,66,63.0,66.0
b. Tiền gửi có kỳ hạn,11.1. Tiền gửi của các TCTD khác > b. Tiền gửi có kỳ hạn,b. Tiền gửi có kỳ hạn,6.000.000,459.130,6000000.0,459130.0
- Bằng VND,11.1. Tiền gửi của các TCTD khác > - Bằng VND,- Bằng VND,6.000.000,231.430,6000000.0,231430.0
- Bằng ngoại hối,11.1. Tiền gửi của các TCTD khác > - Bằng ngoại hối,- Bằng ngoại hối,-,227.700,,227700.0
Cộng,11.1. Tiền gửi của các TCTD khác > Cộng,Cộng,8.517.244,472.675,8517244.0,472675.0
11.2. Vay các TCTD khác,11.2. Vay các TCTD khác,11.2. Vay các TCTD khác,31/12/2022,01/01/2022,,
- Bằng VND,- Bằng VND,- Bằng VND,-,-,,
- Bằng ngoại hối,- Bằng VND > - Bằng ngoại hối,- Bằng ngoại hối,-,136.620,,136620.0
Cộng,- Bằng VND > Cộng,Cộng,-,136.620,,136620.0
Tổng cộng tiền gửi và vay các TCTD khác,- Bằng VND > Tổng cộng tiền gửi và vay các TCTD khác,Tổng cộng tiền gửi và vay các TCTD khác,8.517.244,609.295,8517244.0,609295.0
12. Tiền gửi của khách hàng,12. Tiền gửi của khách hàng,12. Tiền gửi của khách hàng,12. Tiền gửi của khách hàng,12. Tiền gửi của khách hàng,,
- Thuyết minh theo loại tiền gửi,- Thuyết minh theo loại tiền gửi,- Thuyết minh theo loại tiền gửi,31/12/2022,01/01/2022,,
Tiền gửi không kỳ hạn,- Thuyết minh theo loại tiền gửi > Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,6.244.346,5.871.327,6244346.0,5871327.0
- Bằng VND,- Thuyết minh theo loại tiền gửi > - Bằng VND,- Bằng VND,5.859.942,5.771.847,5859942.0,5771847.0
- Bằng ngoại hối,- Thuyết minh theo loại tiền gửi > - Bằng ngoại hối,- Bằng ngoại hối,384.404,99.480,384404.0,99480.0
Tiền gửi có kỳ hạn,- Thuyết minh theo loại tiền gửi > Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,64.789.457,58.435.458,64789457.0,58435458.0
- Bằng VND,- Thuyết minh theo loại tiền gửi > - Bằng VND,- Bằng VND,64.663.237,57.873.012,64663237.0,57873012.0
- Bằng ngoại hối,- Thuyết minh theo loại tiền gửi > - Bằng ngoại hối,- Bằng ngoại hối,126.220,562.446,126220.0,562446.0
Tiền gửi vốn chuyên dùng,- Thuyết minh theo loại tiền gửi > Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,802,782,802.0,782.0
Tiền gửi ký quỹ,- Thuyết minh theo loại tiền gửi > Tiền gửi ký quỹ,Tiền gửi ký quỹ,372.490,218.939,372490.0,218939.0
- Bằng VND,- Thuyết minh theo loại tiền gửi > - Bằng VND,- Bằng VND,372.490,218.140,372490.0,218140.0
- Bằng ngoại hối,- Thuyết minh theo loại tiền gửi > - Bằng ngoại hối,- Bằng ngoại hối,-,799,,799.0
Tổng cộng,- Thuyết minh theo loại tiền gửi > Tổng cộng,Tổng cộng,71.407.095,64.526.506,71407095.0,64526506.0
"- Thuyết minh theo đối tượng khách hàng, loại hình doanh nghiệp","- Thuyết minh theo đối tượng khách hàng, loại hình doanh nghiệp","- Thuyết minh theo đối tượng khách hàng, loại hình doanh nghiệp",31/12/2022,01/01/2022,,
Tiền gửi của TCKT,"- Thuyết minh theo đối tượng khách hàng, loại hình doanh nghiệp > Tiền gửi của TCKT",Tiền gửi của TCKT,9.484.997,8.939.692,9484997.0,8939692.0
Doanh nghiệp nhà nước,"- Thuyết minh theo đối tượng khách hàng, loại hình doanh nghiệp > Doanh nghiệp nhà nước",Doanh nghiệp nhà nước,2.198.301,2.668.487,2198301.0,2668487.0
"Công ty CP, TNHH, Hợp danh","- Thuyết minh theo đối tượng khách hàng, loại hình doanh nghiệp > Công ty CP, TNHH, Hợp danh","Công ty CP, TNHH, Hợp danh",5.753.713,4.041.694,5753713.0,4041694.0
Doanh nghiệp tư nhân,"- Thuyết minh theo đối tượng khách hàng, loại hình doanh nghiệp > Doanh nghiệp tư nhân",Doanh nghiệp tư nhân,953,1.429,953.0,1429.0
"Công ty chứng khoán, bảo hiểm, tài chính","- Thuyết minh theo đối tượng khách hàng, loại hình doanh nghiệp > Công ty chứng khoán, bảo hiểm, tài chính","Công ty chứng khoán, bảo hiểm, tài chính",766.407,897.870,766407.0,897870.0
"Kinh tế cá thể, Kinh tế tập thể","- Thuyết minh theo đối tượng khách hàng, loại hình doanh nghiệp > Kinh tế cá thể, Kinh tế tập thể","Kinh tế cá thể, Kinh tế tập thể",717.749,1.247.278,717749.0,1247278.0
Doanh nghiệp có vốn đầu tư nước ngoài,"- Thuyết minh theo đối tượng khách hàng, loại hình doanh nghiệp > Doanh nghiệp có vốn đầu tư nước ngoài",Doanh nghiệp có vốn đầu tư nước ngoài,47.874,82.934,47874.0,82934.0
