row_label_raw,row_label_full,col_0,Hoạt động huy động và tín dụng,Hoạt động kinh doanh tiền tệ và đầu tư chứng khoán,Hoạt động khác,Tổng cộng toàn ngân hàng,numeric__Hoạt động huy động và tín dụng,numeric__Hoạt động kinh doanh tiền tệ và đầu tư chứng khoán,numeric__Hoạt động khác,numeric__Tổng cộng toàn ngân hàng
Thu nhập,Thu nhập,Thu nhập,4.616.092,1.610.125,304.508,6.530.725,4616092.0,1610125.0,304508.0,6530725.0
Chi phí,Chi phí,Chi phí,4.100.666,1.209.576,156.472,5.466.714,4100666.0,1209576.0,156472.0,5466714.0
Thu nhập thuần,Thu nhập thuần,Thu nhập thuần,515.426,400.549,148.036,1.064.011,515426.0,400549.0,148036.0,1064011.0
Tài sản bộ phận,Tài sản bộ phận,Tài sản bộ phận,58.421.264,12.307.165,-,70.728.429,58421264.0,12307165.0,,70728429.0
Tài sản không phân bổ,Tài sản không phân bổ,Tài sản không phân bổ,,,,19.166.691,,,,19166691.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,,,,89.895.120,,,,89895120.0
Nợ phải trả bộ phận,Nợ phải trả bộ phận,Nợ phải trả bộ phận,81.943.334,-,-,81.943.334,81943334.0,,,81943334.0
Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,,,,2.190.352,,,,2190352.0
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,,,,84.133.686,,,,84133686.0
