row_label_raw,row_label_full,col_0,Tập đoàn,Tập đoàn_1,Công ty,Công ty_1,numeric__Tập đoàn,numeric__Tập đoàn_1,numeric__Công ty,numeric__Công ty_1
,,,31/12/2015Triệu VND,1/1/2015Triệu VND,31/12/2015Triệu VND,1/1/2015Triệu VND,,,,
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,116.597,78.677,-,-,116597.0,78677.0,,
Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,62.956,27.451,-,-,62956.0,27451.0,,
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,-,7.457,-,-,,7457.0,,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,287.683,736.476,-,-,287683.0,736476.0,,
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,-,70.461,-,-,,70461.0,,
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,31.682,32.669,-,-,31682.0,32669.0,,
Thuế nhà thầu nước ngoài,Thuế nhà thầu nước ngoài,Thuế nhà thầu nước ngoài,4.449,-,-,-,4449.0,,,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,1.165,9.359,-,1.127,1165.0,9359.0,,1127.0
,,,504.532,962.550,-,1.127,504532.0,962550.0,,1127.0
