row_label_raw,row_label_full,Số cổ phiếu phổ thông đã phát hành đầu năm,2015 > 735.808.140,2014 > 734.911.338,numeric__2015 > 735.808.140,numeric__2014 > 734.911.338
Ảnh hưởng của cổ phiếu phát hành bằng tiền,Ảnh hưởng của cổ phiếu phát hành bằng tiền,Ảnh hưởng của cổ phiếu phát hành bằng tiền,5.111.130,-,5111130.0,
"Ảnh hưởng của cổ phiếu phát hành để thanh toán cho trái phiếu, nợ vay và hối phiếu nhận nợ","Ảnh hưởng của cổ phiếu phát hành để thanh toán cho trái phiếu, nợ vay và hối phiếu nhận nợ","Ảnh hưởng của cổ phiếu phát hành để thanh toán cho trái phiếu, nợ vay và hối phiếu nhận nợ",-,378.377,,378377.0
Ảnh hưởng của cổ phiếu sẽ phải phát hành qua thời gian,Ảnh hưởng của cổ phiếu sẽ phải phát hành qua thời gian,Ảnh hưởng của cổ phiếu sẽ phải phát hành qua thời gian,11.450.353,11.450.353,11450353.0,11450353.0
Số lượng cổ phiếu phổ thông bình quân gia quyền tại thời điểm cuối năm,Số lượng cổ phiếu phổ thông bình quân gia quyền tại thời điểm cuối năm,Số lượng cổ phiếu phổ thông bình quân gia quyền tại thời điểm cuối năm,752.369.623,746.740.068,752369623.0,746740068.0
