row_label_raw,row_label_full,col_0,Tập đoàn,Tập đoàn_1,Tập đoàn_2,Tập đoàn_3,Công ty,Công ty_1,numeric__Tập đoàn,numeric__Tập đoàn_1,numeric__Tập đoàn_2,numeric__Tập đoàn_3,numeric__Công ty,numeric__Công ty_1
,,,Mã số,Thuyết minh,31/12/2015 Triệu VND,1/1/2015 Triệu VND Phân loại lại,31/12/2015 Triệu VND,1/1/2015 Triệu VND Phân loại lại,,,,,,
VỐN CHỦ SỞ HỮU (400 = 410),VỐN CHỦ SỞ HỮU (400 = 410),VỐN CHỦ SỞ HỮU (400 = 410),400,,27.109.046,21.925.139,17.117.803,17.531.118,400.0,,27109046.0,21925139.0,17117803.0,17531118.0
Vốn chủ sở hữu,Vốn chủ sở hữu,Vốn chủ sở hữu,410,23,27.109.046,21.925.139,17.117.803,17.531.118,410.0,23.0,27109046.0,21925139.0,17117803.0,17531118.0
Vốn cổ phần,Vốn cổ phần,Vốn cổ phần,411,24,7.467.179,7.358.081,7.467.179,7.358.081,411.0,24.0,7467179.0,7358081.0,7467179.0,7358081.0
Cổ phiếu phổ thông có quyền biểu quyết,Cổ phiếu phổ thông có quyền biểu quyết,Cổ phiếu phổ thông có quyền biểu quyết,411a,,7.467.179,7.358.081,7.467.179,7.358.081,,,7467179.0,7358081.0,7467179.0,7358081.0
Thăng dư vốn cổ phần,Thăng dư vốn cổ phần,Thăng dư vốn cổ phần,412,24,9.631.106,9.631.164,9.631.106,9.631.164,412.0,24.0,9631106.0,9631164.0,9631106.0,9631164.0
Vốn khác của chủ sở hữu,Vốn khác của chủ sở hữu,Vốn khác của chủ sở hữu,414,25,(9.045.049),(9.045.049),(1.488.972),(1.488.972),414.0,25.0,-9045049.0,-9045049.0,-1488972.0,-1488972.0
Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,,8.561.380,7.071.887,1.508.490,2.030.845,421.0,,8561380.0,7071887.0,1508490.0,2030845.0
Lợi nhuận sau thuế chưa phân phối /(lỗ lũy kế) đến cuối năm trước,Lợi nhuận sau thuế chưa phân phối /(lỗ lũy kế) đến cuối năm trước,Lợi nhuận sau thuế chưa phân phối /(lỗ lũy kế) đến cuối năm trước,421a,,7.069.066,5.991.718,2.030.845,(1.206.546),,,7069066.0,5991718.0,2030845.0,-1206546.0
Lợi nhuận/(lỗ) sau thuế chưa phân phối năm nay,Lợi nhuận/(lỗ) sau thuế chưa phân phối năm nay,Lợi nhuận/(lỗ) sau thuế chưa phân phối năm nay,421b,,1.492.314,1.080.169,(522.355),3.237.391,,,1492314.0,1080169.0,-522355.0,3237391.0
Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,429,,10.494.430,6.909.056,-,-,429.0,,10494430.0,6909056.0,,
TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400),TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400),TỔNG CỘNG NGUỒN VỐN (440 = 300 + 400),440,,71.849.700,52.965.100,24.211.109,24.647.360,440.0,,71849700.0,52965100.0,24211109.0,24647360.0
