row_label_raw,row_label_full,col_0,Tập đoàn,Tập đoàn_1,Công ty,Công ty_1,numeric__Tập đoàn,numeric__Tập đoàn_1,numeric__Công ty,numeric__Công ty_1
,,,2015Triệu VND,2014Triệu VNDPhân loại lại,2015Triệu VND,2014Triệu VNDPhân loại lại,,,,
Thu nhập lãi từ:,Thu nhập lãi từ:,Thu nhập lãi từ:,,,,,,,,
• Tiền gửi,Thu nhập lãi từ: > • Tiền gửi,• Tiền gửi,355.444,372.720,28.811,26.318,355444.0,372720.0,28811.0,26318.0
• Cho các công ty con vay,Thu nhập lãi từ: > • Cho các công ty con vay,• Cho các công ty con vay,-,-,617.142,775.095,,,617142.0,775095.0
• Hoạt động đầu tư cho vay khác,Thu nhập lãi từ: > • Hoạt động đầu tư cho vay khác,• Hoạt động đầu tư cho vay khác,481.084,32.233,30.806,-,481084.0,32233.0,30806.0,
Lợi thế thương mại âm từ mua một công ty con (Thuyết minh 6b),Thu nhập lãi từ: > Lợi thế thương mại âm từ mua một công ty con (Thuyết minh 6b),Lợi thế thương mại âm từ mua một công ty con (Thuyết minh 6b),147.641,-,-,-,147641.0,,,
Lãi chênh lệch tỷ giá hối đoái,Thu nhập lãi từ: > Lãi chênh lệch tỷ giá hối đoái,Lãi chênh lệch tỷ giá hối đoái,66.502,34.859,1.821,753,66502.0,34859.0,1821.0,753.0
Bán khoản đầu tư trong các công ty con,Thu nhập lãi từ: > Bán khoản đầu tư trong các công ty con,Bán khoản đầu tư trong các công ty con,-,1.111.073,-,286.587,,1111073.0,,286587.0
Thu nhập từ cổ tức,Thu nhập lãi từ: > Thu nhập từ cổ tức,Thu nhập từ cổ tức,-,-,-,3.169.052,,,,3169052.0
Lãi đã thực hiện từ các công cụ tải chính phải sinh,Thu nhập lãi từ: > Lãi đã thực hiện từ các công cụ tải chính phải sinh,Lãi đã thực hiện từ các công cụ tải chính phải sinh,17.623,16.772,-,-,17623.0,16772.0,,
Doanh thu tài chính khác (*),Thu nhập lãi từ: > Doanh thu tài chính khác (*),Doanh thu tài chính khác (*),314.009,3.310,-,1.700,314009.0,3310.0,,1700.0
,,,1.382.303,1.570.967,678.580,4.259.505,1382303.0,1570967.0,678580.0,4259505.0
