row_label_raw,row_label_full,Tiền thu từ phát hành cổ phiếu mới và góp vốn vào các công ty con từ lợi ích cổ đông không kiểm soát,31,264.123,507.943,109.040,-,numeric__31,numeric__264.123,numeric__507.943,numeric__109.040,numeric__-
Tiền thu từ vay ngắn hạn và dài hạn,Tiền thu từ vay ngắn hạn và dài hạn,Tiền thu từ vay ngắn hạn và dài hạn,33,39.553.432,21.843.111,4.819.000,735.000,33.0,39553432.0,21843111.0,4819000.0,735000.0
Tiền chi trả nợ gốc vay,Tiền chi trả nợ gốc vay,Tiền chi trả nợ gốc vay,34,(31.741.770),(17.202.243),(3.242.119),(570.000),34.0,-31741770.0,-17202243.0,-3242119.0,-570000.0
Tiền chi trả cổ tức cho cổ đông không kiểm soát của công ty con,Tiền chi trả cổ tức cho cổ đông không kiểm soát của công ty con,Tiền chi trả cổ tức cho cổ đông không kiểm soát của công ty con,36,(640.430),(1.336.827),-,-,36.0,-640430.0,-1336827.0,,
Lưu chuyển tiền thuần từ các hoạt động tài chính,Lưu chuyển tiền thuần từ các hoạt động tài chính,Lưu chuyển tiền thuần từ các hoạt động tài chính,40,7.435.355,3.811.984,1.685.921,165.000,40.0,7435355.0,3811984.0,1685921.0,165000.0
Lưu chuyển tiền thuần trong năm \( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm \( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm \( (50 = 20 + 30 + 40) \),50,3.148.075,(530.708),586.412,(862.028),50.0,3148075.0,-530708.0,586412.0,-862028.0
Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,5.166.415,5.698.563,517.251,1.379.279,60.0,5166415.0,5698563.0,517251.0,1379279.0
Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,Ảnh hưởng của thay đổi tỷ giá hối đoái đối với tiền và các khoản tương đương tiền,61,9.986,(1.440),(4),-,61.0,9986.0,-1440.0,-4.0,
Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),70,7,8.324.476,5.166.415,1.103.659,70.0,7.0,8324476.0,5166415.0,1103659.0
