row_label_raw,row_label_full,col_0,1/1/2015Triệu VND,Tăng từ hợp nhất kinh doanhTriệu VND,Số phải thu trong nămTriệu VND,Số đã được hoàn lại trong nămTriệu VND,Giảm trừTriệu VND,31/12/2015Triệu VND,numeric__1/1/2015Triệu VND,numeric__Tăng từ hợp nhất kinh doanhTriệu VND,numeric__Số phải thu trong nămTriệu VND,numeric__Số đã được hoàn lại trong nămTriệu VND,numeric__Giảm trừTriệu VND,numeric__31/12/2015Triệu VND
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,13,-,657,-,(670),-,13.0,,657.0,,-670.0,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,21.330,2.191,55.214,(55.233),(2.106),21.396,21330.0,2191.0,55214.0,-55233.0,-2106.0,21396.0
,,,21.343,2.191,55.871,(55.233),(2.776),"21,396",21343.0,2191.0,55871.0,-55233.0,-2776.0,21.396
