row_label_raw,row_label_full,STT,Tên công ty,Hoạt động chính,Địa chỉ,Tỷ lệ lợi ích kinh tế tại,Tỷ lệ lợi ích kinh tế tại_1,numeric__Tên công ty,numeric__Hoạt động chính,numeric__Địa chỉ,numeric__Tỷ lệ lợi ích kinh tế tại,numeric__Tỷ lệ lợi ích kinh tế tại_1
STT,STT,STT,Tên công ty,Hoạt động chính,Địa chỉ,31/12/2015,1/1/2015,,,,,
8,STT > 8,8,Công ty Cổ phần Ma San PQ (“MPQ”),Sản xuất gia vị,"Khu 1, Thôn Suối Đa, Xã Dương Tô, Huyện Phú Quốc, Tỉnh Kiên Giang, Việt Nam","73,5%","74,0%",,,,0.735,0.74
9,STT > 9,9,Công ty TNHH Một Thành Viên Masan ĐN (“MĐN”),"Sản xuất gia vị, thực phẩm tiện lợi và bao bì","Đường số 7, Khu Công nghiệp Hòa Khánh, Phường Hòa Khánh Bắc, Quận Liên Chiều, Thành phố Đà Nẵng, Việt Nam","77,8%","78,4%",,,,0.778,0.784
10,STT > 10,10,Công ty TNHH Một Thành Viên Masan MB (“MMB”),"Sản xuất gia vị, thực phẩm tiện lợi và bao bì","Khu B, Khu Công nghiệp Năm Cam – Khu Kinh tế Đông Nam Nghệ An, Xã Nghi Long, Huyện Nghi Lộc, Tỉnh Nghệ An, Việt Nam","77,8%","78,4%",,,,0.778,0.784
11,STT > 11,11,Công ty TNHH Một Thành viên Masan Beverage (“MSB”),Sản xuất và phân phối đồ uống,"Tầng 12, Tòa nhà Kumho Asiana Plaza Saigon, số 39 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam.","77,8%","78,4%",,,,0.778,0.784
12,STT > 12,12,Công ty Cổ phần Nước khoáng Quảng Ninh (iv) (“QNW”),Sản xuất đồ uống,"Nhóm 3A, Khu 4, Suối Mơ, Phường Bãi Cháy, Thành phố Hạ Long, Tỉnh Quảng Ninh, Việt Nam.","50,6%",-,,,,0.506,
13,STT > 13,13,Công ty Cổ phần VinaCafe Biên Hòa (“VCF”) (viii),Sản xuất đồ uống,"Khu Công nghiệp Biên Hòa 1, Thành phố Biên Hòa, Tỉnh Đồng Nai, Việt Nam","41,4%","41,7%",,,,0.414,0.41700000000000004
14,STT > 14,14,Công ty Cổ phần Nước khoáng Vĩnh Hảo (“VHC”) (viii),Sản xuất đồ uống,"Thôn Vĩnh Sơn, Xã Vĩnh Hảo, Huyện Tuy Phong, Tỉnh Bình Thuận, Việt Nam.","49,7%","50,1%",,,,0.49700000000000005,0.501
15,STT > 15,15,Công ty Cổ phần TM DV & SX Krôngpha (viii),Sản xuất đồ uống,"Km số 37, Quốc lộ 27, Thị trấn Tân Sơn, Huyện Ninh Sơn, Tỉnh Ninh Thuận, Việt Nam","49,7%","50,1%",,,,0.49700000000000005,0.501
