row_label_raw,row_label_full,STT,Tên công ty,Hoạt động chính,Địa chỉ,Tỷ lệ lợi ích kinh tế tại,Tỷ lệ lợi ích kinh tế tại_1,numeric__Tên công ty,numeric__Hoạt động chính,numeric__Địa chỉ,numeric__Tỷ lệ lợi ích kinh tế tại,numeric__Tỷ lệ lợi ích kinh tế tại_1
STT,STT,STT,Tên công ty,Hoạt động chính,Địa chỉ,31/12/2015,1/1/2015,,,,,
1,STT > 1,1,Công ty Cổ phần Hàng tiêu dùng Masan (“MSC”) (trước đây là Công Cổ phần Hàng tiêu dùng Ma San),Kinh doanh và phân phối,"Tầng 12, Tòa nhà Kumho Asiana Plaza Saigon, số 39 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","77,8%","78,4%",,,,0.778,0.784
2,STT > 2,2,Công ty TNHH Một Thành Viên Thực phẩm Masan (“MSF”),Kinh doanh và phân phối,"Tầng 12, Tòa nhà Kumho Asiana Plaza Saigon, số 39 Lê Duẩn, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam","77,8%","78,4%",,,,0.778,0.784
3,STT > 3,3,Công ty TNHH Một Thành Viên Masan HG (ii) (“MHG”),"Sản xuất gia vị, thực phẩm tiện lợi và bao bì","Khu Công nghiệp Sông Hậu, Xã Đồng Phú, Huyện Châu Thành, Tỉnh Hậu Giang, Việt Nam","77,8%",-,,,,0.778,
4,STT > 4,4,Công ty Cổ phần Thực phẩm Dinh dưỡng Sài Gòn (iii) (“SNF”),Sản xuất và kinh doanh thực phẩm tiện lợi,"Lô K4, Đường số 2, Khu Công nghiệp Sông Thần 2, Huyện Dĩ An, Thị trấn Dĩ An, Tỉnh Bình Dương, Việt Nam","77,8%",-,,,,0.778,
5,STT > 5,5,Công ty TNHH Một Thành Viên Công nghiệp Masan (trước đây là Công ty TNHH Một Thành Viên Công nghiệp Ma San) (“MSI”),"Sản xuất gia vị, thực phẩm tiện lợi và bao bì","Lô 6, Khu Công nghiệp Tân Đông Hiệp A, Huyện Dĩ An, Tỉnh Bình Dương, Việt Nam","77,8%","78,4%",,,,0.778,0.784
6,STT > 6,6,Công ty TNHH Một Thành Viên Công nghệ Thực phẩm Việt Tiến (“VTF”),Sản xuất gia vị,"Lô III-10-Nhóm Công nghiệp III, Khu Công nghiệp Tân Bình, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam","77,8%","78,4%",,,,0.778,0.784
7,STT > 7,7,Công ty TNHH Một Thành Viên Masan HD (trước đây là Công ty TNHH Một Thành Viên Ma San HD) (“MHD”),Sản xuất gia vị và thực phẩm tiện lợi,"Lô 22, Khu Công nghiệp Đại An, Thành phố Hải Dương, Việt Nam","77,8%","78,4%",,,,0.778,0.784
