row_label_raw,row_label_full,Ông Hoàng Lê Sơn,Chủ tịch,col_2,numeric__Chủ tịch,numeric__col_2
Ông Phương Xuân Thụy,Ông Phương Xuân Thụy,Ông Phương Xuân Thụy,Phó Chủ tịch,,,
Ông Hồ Anh Dũng,Ông Hồ Anh Dũng,Ông Hồ Anh Dũng,Phó Chủ tịch,,,
Ông Trần Việt Anh,Ông Trần Việt Anh,Ông Trần Việt Anh,Thành viên,,,
Ông Bùi Quang Bách,Ông Bùi Quang Bách,Ông Bùi Quang Bách,Thành viên,Bổ nhiệm ngày 26/04/2021,,
Ông Vũ Đức Hưng,Ông Vũ Đức Hưng,Ông Vũ Đức Hưng,Thành viên,Miễn nhiệm ngày 26/04/2021,,
