row_label_raw,row_label_full,col_0,Giá trị sổ kế toán > 31/12/2021,Giá trị sổ kế toán > 01/01/2021,numeric__Giá trị sổ kế toán > 31/12/2021,numeric__Giá trị sổ kế toán > 01/01/2021
,,,VND,VND,,
Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,,
Vay và nợ,Nợ phải trả tài chính > Vay và nợ,Vay và nợ,1.403.561.768.337,779.145.844.525,1403561768337.0,779145844525.0
"Phải trả người bán, phải trả khác","Nợ phải trả tài chính > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",469.034.486.159,393.673.134.475,469034486159.0,393673134475.0
Chi phí phải trả,Nợ phải trả tài chính > Chi phí phải trả,Chi phí phải trả,11.723.742.512,8.731.293.144,11723742512.0,8731293144.0
,,,1.884.319.997.008,1.181.550.272.144,1884319997008.0,1181550272144.0
