row_label_raw,row_label_full,col_0,Năm 2021,Năm 2020,numeric__Năm 2021,numeric__Năm 2020
,,,VND,VND,,
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,157.032.228.014,220.022.015.597,157032228014.0,220022015597.0
Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,16.015.434.750,1.776.492.268,16015434750.0,1776492268.0
- Chi phí không hợp lệ,- Chi phí không hợp lệ,- Chi phí không hợp lệ,1.691.482.488,1.776.492.268,1691482488.0,1776492268.0
- Chi phí lãi vay không hợp lệ theo Nghị định 132/2020,- Chi phí lãi vay không hợp lệ theo Nghị định 132/2020,- Chi phí lãi vay không hợp lệ theo Nghị định 132/2020,14.323.952.262,-,14323952262.0,
Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,(36.133.302.304),(134.011.117.024),-36133302304.0,-134011117024.0
"- Cổ tức, lợi nhuận được chia","- Cổ tức, lợi nhuận được chia","- Cổ tức, lợi nhuận được chia",(36.133.302.304),(94.271.768.700),-36133302304.0,-94271768700.0
- Chuyển lỗ các năm trước,- Chuyển lỗ các năm trước,- Chuyển lỗ các năm trước,-,(39.739.348.324),,-39739348324.0
Thu nhập chịu thuế TNDN,Thu nhập chịu thuế TNDN,Thu nhập chịu thuế TNDN,136.914.360.460,87.787.390.841,136914360460.0,87787390841.0
Chi phí thuế TNDN hiện hành (thuế suất 20%),Chi phí thuế TNDN hiện hành (thuế suất 20%),Chi phí thuế TNDN hiện hành (thuế suất 20%),27.382.872.092,17.557.478.168,27382872092.0,17557478168.0
Uu đãi thuế TNDN (Giảm 30% thuế TNDN),Uu đãi thuế TNDN (Giảm 30% thuế TNDN),Uu đãi thuế TNDN (Giảm 30% thuế TNDN),-,(5.267.243.450),,-5267243450.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,27.382.872.092,12.290.234.718,27382872092.0,12290234718.0
Các khoản điều chỉnh thuế TNDN phải nộp năm trước vào thuế TNDN phải nộp năm nay,Các khoản điều chỉnh thuế TNDN phải nộp năm trước vào thuế TNDN phải nộp năm nay,Các khoản điều chỉnh thuế TNDN phải nộp năm trước vào thuế TNDN phải nộp năm nay,(1.138.353.324),-,-1138353324.0,
Thuế thu nhập doanh nghiệp phải nộp đầu năm,Thuế thu nhập doanh nghiệp phải nộp đầu năm,Thuế thu nhập doanh nghiệp phải nộp đầu năm,10.747.528.260,(1.542.706.458),10747528260.0,-1542706458.0
Thuế thu nhập doanh nghiệp đã nộp trong năm,Thuế thu nhập doanh nghiệp đã nộp trong năm,Thuế thu nhập doanh nghiệp đã nộp trong năm,(13.930.986.910),-,-13930986910.0,
Thuế TNDN phải nộp cuối năm,Thuế TNDN phải nộp cuối năm,Thuế TNDN phải nộp cuối năm,23.061.060.118,10.747.528.260,23061060118.0,10747528260.0
