row_label_raw,row_label_full,col_0,Mã chứng khoán,31/12/2021,31/12/2021_1,01/01/2021,01/01/2021_1,numeric__Mã chứng khoán,numeric__31/12/2021,numeric__31/12/2021_1,numeric__01/01/2021,numeric__01/01/2021_1
,,,Mã chứng khoán,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,,
,,,,VND,VND,VND,VND,,,,,
Đầu tư vào Công ty con,Đầu tư vào Công ty con,Đầu tư vào Công ty con,,3.066.735.530.496,(127.567.888.272),1.888.888.892.000,(119.015.284.832),,3066735530496.0,-127567888272.0,1888888892000.0,-119015284832.0
- Công ty Cổ phần Sacom - Tuyên Lâm,- Công ty Cổ phần Sacom - Tuyên Lâm,- Công ty Cổ phần Sacom - Tuyên Lâm,,897.300.000.000,(122.222.654.647),897.300.000.000,(119.015.284.832),,897300000000.0,-122222654647.0,897300000000.0,-119015284832.0
- Công ty Cổ phần Dây và Cáp Sacom,- Công ty Cổ phần Dây và Cáp Sacom,- Công ty Cổ phần Dây và Cáp Sacom,,499.600.000.000,-,499.600.000.000,-,,499600000000.0,,499600000000.0,
- Công ty Cổ phần Địa ốc Sacom\( ^{(1)} \),- Công ty Cổ phần Địa ốc Sacom\( ^{(1)} \),- Công ty Cổ phần Địa ốc Sacom\( ^{(1)} \),SLD,629.835.530.496,-,301.988.892.000,-,,629835530496.0,,301988892000.0,
- Công ty TNHH Sacom Chip Sáng,- Công ty TNHH Sacom Chip Sáng,- Công ty TNHH Sacom Chip Sáng,,118.000.000.000,-,118.000.000.000,-,,118000000000.0,,118000000000.0,
- Công ty Cổ phần Sam Nông nghiệp Công nghệ Cao,- Công ty Cổ phần Sam Nông nghiệp Công nghệ Cao,- Công ty Cổ phần Sam Nông nghiệp Công nghệ Cao,,72.000.000.000,(1.353.984.188),72.000.000.000,-,,72000000000.0,-1353984188.0,72000000000.0,
- Công ty Cổ phần Capella Quảng Nam\( ^{(2)} \),- Công ty Cổ phần Capella Quảng Nam\( ^{(2)} \),- Công ty Cổ phần Capella Quảng Nam\( ^{(2)} \),,650.000.000.000,(3.991.249.437),-,-,,650000000000.0,-3991249437.0,,
- Công ty Cổ phần Đầu tư Phát triển Nam Tây Nguyên\( ^{(3)} \),- Công ty Cổ phần Đầu tư Phát triển Nam Tây Nguyên\( ^{(3)} \),- Công ty Cổ phần Đầu tư Phát triển Nam Tây Nguyên\( ^{(3)} \),,200.000.000.000,-,-,-,,200000000000.0,,,
Đầu tư vào Công ty liên kết,Đầu tư vào Công ty liên kết,Đầu tư vào Công ty liên kết,,793.505.670.000,(96.325.217.972),793.505.670.000,(68.855.014.721),,793505670000.0,-96325217972.0,793505670000.0,-68855014721.0
- Công ty Cổ phần Dịch vụ Du lịch Phú Thọ\( ^{(4)} \),- Công ty Cổ phần Dịch vụ Du lịch Phú Thọ\( ^{(4)} \),- Công ty Cổ phần Dịch vụ Du lịch Phú Thọ\( ^{(4)} \),DSP,534.052.970.000,(89.930.550.472),534.052.970.000,(63.380.976.843),,534052970000.0,-89930550472.0,534052970000.0,-63380976843.0
- Công ty Cổ phần Đầu tư và Phát triển Hạ tầng An Việt,- Công ty Cổ phần Đầu tư và Phát triển Hạ tầng An Việt,- Công ty Cổ phần Đầu tư và Phát triển Hạ tầng An Việt,,93.300.000.000,(2.882.859.562),93.300.000.000,(4.000.851.035),,93300000000.0,-2882859562.0,93300000000.0,-4000851035.0
- Công ty Cổ phần Capella Việt Nam,- Công ty Cổ phần Capella Việt Nam,- Công ty Cổ phần Capella Việt Nam,,3.148.000.000,(1.796.212.131),3.148.000.000,(1.473.186.843),,3148000000.0,-1796212131.0,3148000000.0,-1473186843.0
- Công ty Cổ phần Phú Hữu Gia,- Công ty Cổ phần Phú Hữu Gia,- Công ty Cổ phần Phú Hữu Gia,,163.004.700.000,(1.715.595.807),163.004.700.000,-,,163004700000.0,-1715595807.0,163004700000.0,
Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,Đầu tư vào đơn vị khác,,760.196.763.600,-,786.669.300.000,(13.500.000.000),,760196763600.0,,786669300000.0,-13500000000.0
- Tổng Công ty Dược Việt Nam - CTCP\( ^{(4)} \),- Tổng Công ty Dược Việt Nam - CTCP\( ^{(4)} \),- Tổng Công ty Dược Việt Nam - CTCP\( ^{(4)} \),DVN,273.652.263.600,-,283.624.800.000,-,,273652263600.0,,283624800000.0,
- Tổng Công ty Sản xuất - Xuất nhập khẩu Bình Dương - CTCP\( ^{(4)} \),- Tổng Công ty Sản xuất - Xuất nhập khẩu Bình Dương - CTCP\( ^{(4)} \),- Tổng Công ty Sản xuất - Xuất nhập khẩu Bình Dương - CTCP\( ^{(4)} \),PRT,398.400.000.000,-,398.400.000.000,-,,398400000000.0,,398400000000.0,
- Công ty Cổ phần Đầu tư Ngành nước DNP,- Công ty Cổ phần Đầu tư Ngành nước DNP,- Công ty Cổ phần Đầu tư Ngành nước DNP,,73.264.500.000,-,73.264.500.000,-,,73264500000.0,,73264500000.0,
- Công ty Cổ phần Đầu tư và Xây dựng Hạ tầng Alphanam\( ^{(5)} \),- Công ty Cổ phần Đầu tư và Xây dựng Hạ tầng Alphanam\( ^{(5)} \),- Công ty Cổ phần Đầu tư và Xây dựng Hạ tầng Alphanam\( ^{(5)} \),,-,-,13.500.000.000,(13.500.000.000),,,,13500000000.0,-13500000000.0
- Công ty Cổ phần Du lịch Bưu Điện\( ^{(6)} \),- Công ty Cổ phần Du lịch Bưu Điện\( ^{(6)} \),- Công ty Cổ phần Du lịch Bưu Điện\( ^{(6)} \),,-,-,3.000.000.000,-,,,,3000000000.0,
- Công ty Cổ phần Vietferm,- Công ty Cổ phần Vietferm,- Công ty Cổ phần Vietferm,,500.000.000,-,500.000.000,-,,500000000.0,,500000000.0,
- Công ty Cổ phần Nông lâm nghiệp Trường Thành,- Công ty Cổ phần Nông lâm nghiệp Trường Thành,- Công ty Cổ phần Nông lâm nghiệp Trường Thành,,14.380.000.000,-,14.380.000.000,-,,14380000000.0,,14380000000.0,
,,,,4.620.437.964.096,(223.893.106.244),3.469.063.862.000,(201.370.299.553),,4620437964096.0,-223893106244.0,3469063862000.0,-201370299553.0
