row_label_raw,row_label_full,col_0,Số phải thu đầu năm,Số phải nộp đầu năm,Số phải nộp trong năm,Số đã thực nộp trong năm,Tăng giảm khác,Số phải thu cuối năm,Số phải nộp cuối năm,numeric__Số phải thu đầu năm,numeric__Số phải nộp đầu năm,numeric__Số phải nộp trong năm,numeric__Số đã thực nộp trong năm,numeric__Tăng giảm khác,numeric__Số phải thu cuối năm,numeric__Số phải nộp cuối năm
,,,VND,VND,VND,VND,VND,VND,VND,,,,,,,
Thuế Giá trị gia tăng,Thuế Giá trị gia tăng,Thuế Giá trị gia tăng,-,-,1.735.251.670,1.735.251.670,-,-,-,,,1735251670.0,1735251670.0,,,
Thuế Thu nhập doanh nghiệp,Thuế Thu nhập doanh nghiệp,Thuế Thu nhập doanh nghiệp,-,10.747.528.260,27.382.872.092,13.930.986.910,(1.138.353.324),-,23.061.060.118,,10747528260.0,27382872092.0,13930986910.0,-1138353324.0,,23061060118.0
Thuế Thu nhập cá nhân,Thuế Thu nhập cá nhân,Thuế Thu nhập cá nhân,-,77.135.626,2.816.696.691,2.893.832.317,-,-,-,,77135626.0,2816696691.0,2893832317.0,,,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,-,-,5.000.000,5.000.000,-,-,-,,,5000000.0,5000000.0,,,
"Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác",-,-,148.283.364,148.283.364,-,-,-,,,148283364.0,148283364.0,,,
,,,-,10.824.663.886,32.088.103.817,18.713.354.261,(1.138.353.324),-,23.061.060.118,,10824663886.0,32088103817.0,18713354261.0,-1138353324.0,,23061060118.0
