row_label_raw,row_label_full,col_0,01/01/2021 > Giá trị,01/01/2021 > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,31/12/2021 > Giá trị,31/12/2021 > Số có khả năng trả nợ,numeric__01/01/2021 > Giá trị,numeric__01/01/2021 > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__31/12/2021 > Giá trị,numeric__31/12/2021 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,VND,VND,,,,,,
- Công ty TNHH Sacom - Chíp Sáng (1),- Công ty TNHH Sacom - Chíp Sáng (1),- Công ty TNHH Sacom - Chíp Sáng (1),8.500.000.000,8.500.000.000,52.000.000.000,40.000.000.000,20.500.000.000,20.500.000.000,8500000000.0,8500000000.0,52000000000.0,40000000000.0,20500000000.0,20500000000.0
- Công ty Cổ phần Sacom - Tuyền Lâm (2),- Công ty Cổ phần Sacom - Tuyền Lâm (2),- Công ty Cổ phần Sacom - Tuyền Lâm (2),468.774.000.000,468.774.000.000,-,-,468.774.000.000,468.774.000.000,468774000000.0,468774000000.0,,,468774000000.0,468774000000.0
- Ông Dương Thành Trung,- Ông Dương Thành Trung,- Ông Dương Thành Trung,4.719.230.888,4.719.230.888,3.483.491,4.722.714.379,-,-,4719230888.0,4719230888.0,3483491.0,4722714379.0,,
- Công ty Cổ phần Đầu tư Phát triển Nam Tây Nguyên (3),- Công ty Cổ phần Đầu tư Phát triển Nam Tây Nguyên (3),- Công ty Cổ phần Đầu tư Phát triển Nam Tây Nguyên (3),-,-,424.500.000.000,136.500.000.000,288.000.000.000,288.000.000.000,,,424500000000.0,136500000000.0,288000000000.0,288000000000.0
- Công ty Cổ phần Chứng khoán Quốc Gia (4),- Công ty Cổ phần Chứng khoán Quốc Gia (4),- Công ty Cổ phần Chứng khoán Quốc Gia (4),-,-,125.147.586.851,122.031.104.613,3.116.482.238,3.116.482.238,,,125147586851.0,122031104613.0,3116482238.0,3116482238.0
- Bà Hà Thị Liên,- Bà Hà Thị Liên,- Bà Hà Thị Liên,-,-,235.000.000.000,235.000.000.000,-,-,,,235000000000.0,235000000000.0,,
- Ông Trần Văn Hải,- Ông Trần Văn Hải,- Ông Trần Văn Hải,-,-,190.000.000.000,190.000.000.000,-,-,,,190000000000.0,190000000000.0,,
- Ông Trần Việt Anh,- Ông Trần Việt Anh,- Ông Trần Việt Anh,-,-,20.000.000.000,20.000.000.000,-,-,,,20000000000.0,20000000000.0,,
- Công ty Cổ phần Chứng khoán Thành Công (5),- Công ty Cổ phần Chứng khoán Thành Công (5),- Công ty Cổ phần Chứng khoán Thành Công (5),-,-,94.490.975.037,80.401.855.605,14.089.119.432,14.089.119.432,,,94490975037.0,80401855605.0,14089119432.0,14089119432.0
- Công ty Cổ phần Capella Quảng Nam (6),- Công ty Cổ phần Capella Quảng Nam (6),- Công ty Cổ phần Capella Quảng Nam (6),-,-,70.000.000.000,2.000.000.000,68.000.000.000,68.000.000.000,,,70000000000.0,2000000000.0,68000000000.0,68000000000.0
- Công ty Cổ phần Dây và Cáp Sacom,- Công ty Cổ phần Dây và Cáp Sacom,- Công ty Cổ phần Dây và Cáp Sacom,-,-,70.000.000.000,70.000.000.000,-,-,,,70000000000.0,70000000000.0,,
"- Trái phiếu thường (7,1)","- Trái phiếu thường (7,1)","- Trái phiếu thường (7,1)",-,-,250.312.416.666,3.749.000.000,246.563.416.666,246.563.416.666,,,250312416666.0,3749000000.0,246563416666.0,246563416666.0
"- Trái phiếu thường đến hạn trả (7,2)","- Trái phiếu thường đến hạn trả (7,2)","- Trái phiếu thường đến hạn trả (7,2)",-,-,294.518.750.001,-,294.518.750.001,294.518.750.001,,,294518750001.0,,294518750001.0,294518750001.0
,,,481.993.230.888,481.993.230.888,1.825.973.212.046,904.404.674.597,1.403.561.768.337,1.403.561.768.337,481993230888.0,481993230888.0,1825973212046.0,904404674597.0,1403561768337.0,1403561768337.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,,,,,,
"- Trái phiếu thường (7,2)","Vay dài hạn > - Trái phiếu thường (7,2)","- Trái phiếu thường (7,2)",297.152.613.637,297.152.613.637,1.516.136.364,4.150.000.000,294.518.750.001,294.518.750.001,297152613637.0,297152613637.0,1516136364.0,4150000000.0,294518750001.0,294518750001.0
,,,297.152.613.637,297.152.613.637,1.516.136.364,4.150.000.000,294.518.750.001,294.518.750.001,297152613637.0,297152613637.0,1516136364.0,4150000000.0,294518750001.0,294518750001.0
Khoản nợ đến hạn trả trong vòng 12 tháng,Vay dài hạn > Khoản nợ đến hạn trả trong vòng 12 tháng,Khoản nợ đến hạn trả trong vòng 12 tháng,-,-,(294.518.750.001),-,(294.518.750.001),(294.518.750.001),,,-294518750001.0,,-294518750001.0,-294518750001.0
Khoản nợ đến hạn trả sau 12 tháng,Vay dài hạn > Khoản nợ đến hạn trả sau 12 tháng,Khoản nợ đến hạn trả sau 12 tháng,297.152.613.637,297.152.613.637,,,-,-,297152613637.0,297152613637.0,,,,
