row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nămđến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nămđến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2021,Tại ngày 31/12/2021,Tại ngày 31/12/2021,Tại ngày 31/12/2021,Tại ngày 31/12/2021,Tại ngày 31/12/2021,Tại ngày 31/12/2021,,,,
Vay và nợ,Tại ngày 31/12/2021 > Vay và nợ,Vay và nợ,1.403.561.768.337,-,-,1.403.561.768.337,1403561768337.0,,,1403561768337.0
"Phải trả ngườibán, phải trả khác","Tại ngày 31/12/2021 > Phải trả ngườibán, phải trả khác","Phải trả ngườibán, phải trả khác",372.654.486.159,96.380.000.000,-,469.034.486.159,372654486159.0,96380000000.0,,469034486159.0
Chi phí phải trả,Tại ngày 31/12/2021 > Chi phí phải trả,Chi phí phải trả,11.723.742.512,-,-,11.723.742.512,11723742512.0,,,11723742512.0
,,,1.787.939.997.008,96.380.000.000,-,1.884.319.997.008,1787939997008.0,96380000000.0,,1884319997008.0
Tại ngày 01/01/2021,Tại ngày 01/01/2021,Tại ngày 01/01/2021,Tại ngày 01/01/2021,Tại ngày 01/01/2021,Tại ngày 01/01/2021,Tại ngày 01/01/2021,,,,
Vay và nợ,Tại ngày 01/01/2021 > Vay và nợ,Vay và nợ,481.993.230.888,297.152.613.637,-,779.145.844.525,481993230888.0,297152613637.0,,779145844525.0
"Phải trả ngườibán, phải trả khác","Tại ngày 01/01/2021 > Phải trả ngườibán, phải trả khác","Phải trả ngườibán, phải trả khác",393.293.134.475,380.000.000,-,393.673.134.475,393293134475.0,380000000.0,,393673134475.0
Chi phí phải trả,Tại ngày 01/01/2021 > Chi phí phải trả,Chi phí phải trả,8.731.293.144,-,-,8.731.293.144,8731293144.0,,,8731293144.0
,,,884.017.658.507,297.532.613.637,-,1.181.550.272.144,884017658507.0,297532613637.0,,1181550272144.0
