row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2021,Năm 2020,numeric__Mối quan hệ,numeric__Năm 2021,numeric__Năm 2020
,,,Mối quan hệ,VND,VND,,,
"Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ","Mua hàng hóa, dịch vụ",,529.651.262,495.200.628,,529651262.0,495200628.0
Công ty Cổ phần Sacom - Tuyền Lâm,Công ty Cổ phần Sacom - Tuyền Lâm,Công ty Cổ phần Sacom - Tuyền Lâm,Công ty con,104.742.671,56.821.272,,104742671.0,56821272.0
Công ty TNHH Sacom Chíp Sáng,Công ty TNHH Sacom Chíp Sáng,Công ty TNHH Sacom Chíp Sáng,Công ty con,127.150.000,36.720.000,,127150000.0,36720000.0
Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty con,120.000.000,122.460.182,,120000000.0,122460182.0
Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,Công ty liên kết,177.758.591,279.199.174,,177758591.0,279199174.0
Lãi cho vay,Lãi cho vay,Lãi cho vay,,968.263.889,3.400.698.632,,968263889.0,3400698632.0
Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty Cổ phần Sam Nông nghiệp Công nghệ cao,Công ty con,769.999.997,650.054.796,,769999997.0,650054796.0
Công ty Cổ phần Phú Hữu Gia,Công ty Cổ phần Phú Hữu Gia,Công ty Cổ phần Phú Hữu Gia,Công ty liên kết,159.798.138,-,,159798138.0,
Công ty Cổ phần Sacom - Tuyền Lâm,Công ty Cổ phần Sacom - Tuyền Lâm,Công ty Cổ phần Sacom - Tuyền Lâm,Công ty con,-,2.725.657.534,,,2725657534.0
Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,Công ty con,38.465.754,24.986.302,,38465754.0,24986302.0
Cổ tức,Cổ tức,Cổ tức,,28.950.713.008,89.443.737.500,,28950713008.0,89443737500.0
Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,Công ty Cổ phần Dây và Cáp Sacom,Công ty con,9.992.000.000,46.962.400.000,,9992000000.0,46962400000.0
Công ty Cổ phần Địa ốc Sacom,Công ty Cổ phần Địa ốc Sacom,Công ty Cổ phần Địa ốc Sacom,Công ty con,9.444.963.008,15.836.625.000,,9444963008.0,15836625000.0
Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,Công ty liên kết,-,20.744.712.500,,,20744712500.0
Công ty TNHH Sacom Chíp Sáng,Công ty TNHH Sacom Chíp Sáng,Công ty TNHH Sacom Chíp Sáng,Công ty con,9.513.750.000,5.900.000.000,,9513750000.0,5900000000.0
