row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,7.948.905.657.554,5.949.830.020.488,,300.0,,7948905657554.0,5949830020488.0
I.,I.,I.,Nợ ngắn hạn,310,,6.772.070.366.591,5.380.609.149.671,,310.0,,6772070366591.0,5380609149671.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,20,606.456.022.060,1.125.645.462.323,,311.0,20.0,606456022060.0,1125645462323.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,21,625.974.768.598,293.533.926.852,,312.0,21.0,625974768598.0,293533926852.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,22,534.565.716.479,251.749.622.466,,313.0,22.0,534565716479.0,251749622466.0
4.,4.,4.,Phải trả người lao động,314,,184.711.000.544,132.502.016.484,,314.0,,184711000544.0,132502016484.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,23,94.689.934.977,67.470.433.342,,315.0,23.0,94689934977.0,67470433342.0
6.,6.,6.,Doanh thu chưa thực hiện ngắn hạn,318,,574.856.610,5.280.995.062,,318.0,,574856610.0,5280995062.0
7.,7.,7.,Phải trả ngắn hạn khác,319,24,193.660.755.415,441.699.603.149,,319.0,24.0,193660755415.0,441699603149.0
8.,8.,8.,Vay và nợ thuê tài chính ngắn hạn,320,25,4.466.889.240.113,2.971.092.931.895,,320.0,25.0,4466889240113.0,2971092931895.0
9.,9.,9.,Dự phòng phải trả ngắn hạn,321,27,52.406.010.238,80.464.369.666,,321.0,27.0,52406010238.0,80464369666.0
10.,10.,10.,"Quỹ khen thưởng, phúc lợi",322,,12.142.061.557,11.169.788.432,,322.0,,12142061557.0,11169788432.0
II.,II.,II.,Nợ dài hạn,330,,1.176.835.290.963,569.220.870.817,,330.0,,1176835290963.0,569220870817.0
1.,1.,1.,Người mua trả tiền trước dài hạn,332,21,-,21.454.612.045,,332.0,21.0,,21454612045.0
2.,2.,2.,Chi phí phải trả dài hạn,333,,-,1.271.185.764,,333.0,,,1271185764.0
3.,3.,3.,Phải trả dài hạn khác,337,,6.393.398.122,8.060.034.250,,337.0,,6393398122.0,8060034250.0
4.,4.,4.,Vay và nợ thuê tài chính dài hạn,338,26,1.047.942.820.263,453.424.828.476,,338.0,26.0,1047942820263.0,453424828476.0
5.,5.,5.,Thuế thu nhập hoãn lại phải trả,341,28,2.884.100.204,4.599.331.076,,341.0,28.0,2884100204.0,4599331076.0
6.,6.,6.,Dự phòng phải trả dài hạn,342,27,119.614.972.374,80.410.879.206,,342.0,27.0,119614972374.0,80410879206.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,8.397.054.827.274,6.953.437.285.925,,400.0,,8397054827274.0,6953437285925.0
I.,I.,I.,Vốn chủ sở hữu,410,29,8.397.054.827.274,6.953.437.285.925,,410.0,29.0,8397054827274.0,6953437285925.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,3.659.999.560.000,3.000.000.000.000,,411.0,,3659999560000.0,3000000000000.0
,,,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,3.659.999.560.000,3.000.000.000.000,,,,3659999560000.0,3000000000000.0
2.,2.,2.,Thặng dư vốn cổ phần,412,,225.051.540.000,835.287.500.000,,412.0,,225051540000.0,835287500000.0
3.,3.,3.,Quỹ đầu tư phát triển,418,,5.000.000.000,5.000.000.000,,418.0,,5000000000.0,5000000000.0
4.,4.,4.,Quỹ khác thuộc vốn chủ sở hữu,420,,467.013.388.462,512.023.604.323,,420.0,,467013388462.0,512023604323.0
5.,5.,5.,Lợi nhuận sau thuế chưa phân phối,421,,3.669.249.495.706,2.045.153.834.099,,421.0,,3669249495706.0,2045153834099.0
,,,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,1.470.399.802.529,772.275.694.298,,,,1470399802529.0,772275694298.0
,,,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,2.198.849.693.177,1.272.878.139.801,,,,2198849693177.0,1272878139801.0
6.,6.,6.,Lợi ích của cổ đông không kiểm soát,429,,370.740.843.106,555.972.347.503,,429.0,,370740843106.0,555972347503.0
