row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,4.123.093.702.009,6.042.489.119.743,,200.0,,4123093702009.0,6042489119743.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,59.006.546.278,70.228.984.552,,210.0,,59006546278.0,70228984552.0
1.,1.,1.,Phải thu dài hạn của khách hàng,211,,5.120.843.457,6.144.191.684,,211.0,,5120843457.0,6144191684.0
2.,2.,2.,Phải thu về cho vay dài hạn,215,9,50.000.000.000,60.000.000.000,,215.0,9.0,50000000000.0,60000000000.0
3.,3.,3.,Phải thu dài hạn khác,216,10,3.885.702.821,4.084.792.868,,216.0,10.0,3885702821.0,4084792868.0
II.,II.,II.,Tài sản cố định,220,,1.526.791.239.726,2.452.872.283.273,,220.0,,1526791239726.0,2452872283273.0
1.,1.,1.,Tài sản cố định hữu hình,221,14,1.458.879.608.172,2.376.558.404.175,,221.0,14.0,1458879608172.0,2376558404175.0
,,,- Nguyên giá,222,,3.868.223.214.528,5.398.881.690.873,,222.0,,3868223214528.0,5398881690873.0
,,,- Giá trị hao mòn lũy kế,223,,(2.409.343.606.356),(3.022.323.286.698),,223.0,,-2409343606356.0,-3022323286698.0
2.,2.,2.,Tài sản cố định vô hình,227,15,67.911.631.554,76.313.879.098,,227.0,15.0,67911631554.0,76313879098.0
,,,- Nguyên giá,228,,160.693.713.433,153.990.156.389,,228.0,,160693713433.0,153990156389.0
,,,- Giá trị hao mòn lũy kế,229,,(92.782.081.879),(77.676.277.291),,229.0,,-92782081879.0,-77676277291.0
III.,III.,III.,Bất động sản đầu tư,230,16,81.452.632.451,122.911.711.526,,230.0,16.0,81452632451.0,122911711526.0
,,,- Nguyên giá,231,,110.848.382.030,217.388.052.952,,231.0,,110848382030.0,217388052952.0
,,,- Giá trị hao mòn lũy kế,232,,(29.395.749.579),(94.476.341.426),,232.0,,-29395749579.0,-94476341426.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,196.120.386.839,173.153.820.472,,240.0,,196120386839.0,173153820472.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,17,196.120.386.839,173.153.820.472,,242.0,17.0,196120386839.0,173153820472.0
V.,V.,V.,Đầu tư tài chính dài hạn,250,,1.697.968.116.417,2.661.917.601.247,,250.0,,1697968116417.0,2661917601247.0
1.,1.,1.,Đầu tư vào công ty liên kết,252,18,1.693.356.435.116,1.547.320.050.847,,252.0,18.0,1693356435116.0,1547320050847.0
2.,2.,2.,Đầu tư góp vốn vào đơn vị khác,253,18,3.235.681.301,1.114.597.550.400,,253.0,18.0,3235681301.0,1114597550400.0
3.,3.,3.,Đầu tư nằm giữ đến ngày đáo hạn,255,6,1.376.000.000,-,,255.0,6.0,1376000000.0,
VI.,VI.,VI.,Tài sản dài hạn khác,260,,561.754.780.298,561.404.718.673,,260.0,,561754780298.0,561404718673.0
1.,1.,1.,Chi phí trả trước dài hạn,261,13,481.377.196.173,422.483.286.518,,261.0,13.0,481377196173.0,422483286518.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,28,23.325.257.680,44.141.262.384,,262.0,28.0,23325257680.0,44141262384.0
3.,3.,3.,Lợi thế thường mại,269,19,57.052.326.445,94.780.169.771,,269.0,19.0,57052326445.0,94780169771.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,16.345.960.484.828,12.903.267.306.413,,270.0,,16345960484828.0,12903267306413.0
