row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,4.449.669.514,57.931.090.404,4449669514.0,57931090404.0
Công ty Cổ phần Kinh doanh Gạch ốp lát Viglacera,Công ty Cổ phần Kinh doanh Gạch ốp lát Viglacera,Công ty Cổ phần Kinh doanh Gạch ốp lát Viglacera,4.361.141.736,2.182.494.240,4361141736.0,2182494240.0
Tổng Công ty Thiết bị điện Đông Anh - CTCP,Tổng Công ty Thiết bị điện Đông Anh - CTCP,Tổng Công ty Thiết bị điện Đông Anh - CTCP,46.005.840,10.078.917.960,46005840.0,10078917960.0
Công ty Cổ phần Chế tạo Điện cơ HEM,Công ty Cổ phần Chế tạo Điện cơ HEM,Công ty Cổ phần Chế tạo Điện cơ HEM,25.261.200,8.467.456.695,25261200.0,8467456695.0
Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,17.260.738,15.455.697,17260738.0,15455697.0
Công ty Cổ phần GVI,Công ty Cổ phần GVI,Công ty Cổ phần GVI,-,15.132.465.184,,15132465184.0
Công ty Cổ phần Thiết bị Công nghiệp GEIC,Công ty Cổ phần Thiết bị Công nghiệp GEIC,Công ty Cổ phần Thiết bị Công nghiệp GEIC,-,13.576.735.504,,13576735504.0
Công ty TNHH Năng lượng GELEX Ninh Thuận,Công ty TNHH Năng lượng GELEX Ninh Thuận,Công ty TNHH Năng lượng GELEX Ninh Thuận,-,8.477.565.124,,8477565124.0
Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,2.514.556.849.314,371.600.000.000,2514556849314.0,371600000000.0
Công ty TNHH Đầu tư GELEX,Công ty TNHH Đầu tư GELEX,Công ty TNHH Đầu tư GELEX,969.556.849.314,-,969556849314.0,
Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,805.000.000.000,371.600.000.000,805000000000.0,371600000000.0
Công ty Cổ phần Hạ tầng GELEX,Công ty Cổ phần Hạ tầng GELEX,Công ty Cổ phần Hạ tầng GELEX,700.000.000.000,-,700000000000.0,
Công ty Cổ phần Chế tạo Điện cơ HEM,Công ty Cổ phần Chế tạo Điện cơ HEM,Công ty Cổ phần Chế tạo Điện cơ HEM,40.000.000.000,-,40000000000.0,
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,50.000.000.000,60.000.000.000,50000000000.0,60000000000.0
Công ty TNHH Năng lượng GELEX Ninh Thuận,Công ty TNHH Năng lượng GELEX Ninh Thuận,Công ty TNHH Năng lượng GELEX Ninh Thuận,50.000.000.000,60.000.000.000,50000000000.0,60000000000.0
Phải thu khác ngắn hạn,Phải thu khác ngắn hạn,Phải thu khác ngắn hạn,26.729.017.325,46.023.975.344,26729017325.0,46023975344.0
Công ty Cổ phần Hạ tầng GELEX,Công ty Cổ phần Hạ tầng GELEX,Công ty Cổ phần Hạ tầng GELEX,13.426.027.398,-,13426027398.0,
Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,7.595.256.882,10.470.975.344,7595256882.0,10470975344.0
Công ty TNHH Đầu tư GELEX,Công ty TNHH Đầu tư GELEX,Công ty TNHH Đầu tư GELEX,5.259.513.867,-,5259513867.0,
Công ty Cổ phần Chế tạo Điện cơ HEM,Công ty Cổ phần Chế tạo Điện cơ HEM,Công ty Cổ phần Chế tạo Điện cơ HEM,448.219.178,-,448219178.0,
Công ty TNHH S.A.S. - CTAMAD,Công ty TNHH S.A.S. - CTAMAD,Công ty TNHH S.A.S. - CTAMAD,-,35.553.000.000,,35553000000.0
Phải thu khác dài hạn,Phải thu khác dài hạn,Phải thu khác dài hạn,2.818.767.126,3.826.027.398,2818767126.0,3826027398.0
Công ty TNHH Năng lượng GELEX Ninh Thuận,Công ty TNHH Năng lượng GELEX Ninh Thuận,Công ty TNHH Năng lượng GELEX Ninh Thuận,2.818.767.126,3.826.027.398,2818767126.0,3826027398.0
