row_label_raw,row_label_full,col_0,col_1,Năm nay,Năm trước,numeric__col_1,numeric__Năm nay,numeric__Năm trước
,,,,VND,VND,,,
Thù lao,Thù lao,Thù lao,Chức vụ,720.000.000,720.000.000,,720000000.0,720000000.0
Ông Lê Bá Thọ,Ông Lê Bá Thọ,Ông Lê Bá Thọ,Chủ tịch HĐQT từ ngày 25 tháng 3 năm 2025,210.000.000,120.000.000,,210000000.0,120000000.0
Ông Nguyễn Văn Tuấn,Ông Nguyễn Văn Tuấn,Ông Nguyễn Văn Tuấn,Chủ tịch HĐQT đến ngày 25 tháng 3 năm 2025,60.000.000,240.000.000,,60000000.0,240000000.0
Ông Đỗ Duy Hưng,Ông Đỗ Duy Hưng,Ông Đỗ Duy Hưng,Thành viên HĐQT,120.000.000,120.000.000,,120000000.0,120000000.0
Ông Đăng Phan Tường,Ông Đăng Phan Tường,Ông Đăng Phan Tường,Thành viên HĐQT,120.000.000,120.000.000,,120000000.0,120000000.0
Ông Nguyễn Đức Luyện,Ông Nguyễn Đức Luyện,Ông Nguyễn Đức Luyện,Thành viên HĐQT,120.000.000,90.000.000,,120000000.0,90000000.0
Ông Nguyễn Trọng Trung,Ông Nguyễn Trọng Trung,Ông Nguyễn Trọng Trung,Thành viên HĐQT,90.000.000,30.000.000,,90000000.0,30000000.0
Lương và các khoản thu nhập khác,Lương và các khoản thu nhập khác,Lương và các khoản thu nhập khác,Lương và các khoản thu nhập khác,1.322.000.000,1.240.000.000,,1322000000.0,1240000000.0
Ông Lê Bá Thọ,Ông Lê Bá Thọ,Ông Lê Bá Thọ,Chủ tịch HĐQT từ ngày 25 tháng 3 năm 2025,23.000.000,20.000.000,,23000000.0,20000000.0
Ông Nguyễn Văn Tuấn,Ông Nguyễn Văn Tuấn,Ông Nguyễn Văn Tuấn,Chủ tịch HĐQT đến ngày 25 tháng 3 năm 2025,-,20.000.000,,,20000000.0
Ông Đăng Phan Tường,Ông Đăng Phan Tường,Ông Đăng Phan Tường,Thành viên HĐQT,863.000.000,860.000.000,,863000000.0,860000000.0
Ông Đỗ Duy Hưng,Ông Đỗ Duy Hưng,Ông Đỗ Duy Hưng,Thành viên HĐQT,413.000.000,320.000.000,,413000000.0,320000000.0
Ông Nguyễn Đức Luyện,Ông Nguyễn Đức Luyện,Ông Nguyễn Đức Luyện,Thành viên HĐQT,23.000.000,20.000.000,,23000000.0,20000000.0
Tổng cộng,Tổng cộng,Tổng cộng,Tổng cộng,2.042.000.000,1.960.000.000,,2042000000.0,1960000000.0
