row_label_raw,row_label_full,col_0,Số đầu năm,Số đầu năm_1,Số đầu năm_2,Trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số đầu năm_2,numeric__Trong năm,numeric__Số cuối năm
,,,VND,VND,VND,VND,VND,,,,,
,,,Giá trị/Số có khả năng trả nợ,Giảm do thoái vốn tại công ty con,Tăng,Giảm,Giá trị/Số có khả năng trả nợ,,,,,
Vay ngân hàng (i),Vay ngân hàng (i),Vay ngân hàng (i),453.424.828.476,257.134.823.000,1.130.398.969.412,278.746.154.625,1.047.942.820.263,453424828476.0,257134823000.0,1130398969412.0,278746154625.0,1047942820263.0
Vay ngân hàng (i),Vay ngân hàng (i),Vay ngân hàng (i),453.424.828.476,257.134.823.000,1.130.398.969.412,278.746.154.625,1.047.942.820.263,453424828476.0,257134823000.0,1130398969412.0,278746154625.0,1047942820263.0
