row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,90.451.178.325,86.318.008.834,90451178325.0,86318008834.0
Công ty Cổ phần GVI,Công ty Cổ phần GVI,Công ty Cổ phần GVI,40.959.787.523,41.366.771.334,40959787523.0,41366771334.0
Công ty Cổ phần Chế tạo Điện cơ HEM,Công ty Cổ phần Chế tạo Điện cơ HEM,Công ty Cổ phần Chế tạo Điện cơ HEM,21.205.623.752,2.986.209.117,21205623752.0,2986209117.0
Công ty Cổ phần Thiết bị Công nghiệp GEIC,Công ty Cổ phần Thiết bị Công nghiệp GEIC,Công ty Cổ phần Thiết bị Công nghiệp GEIC,11.526.181.600,12.342.489.800,11526181600.0,12342489800.0
Công ty Cổ phần Kinh doanh Gạch ốp lát Viglacera,Công ty Cổ phần Kinh doanh Gạch ốp lát Viglacera,Công ty Cổ phần Kinh doanh Gạch ốp lát Viglacera,9.730.867.428,-,9730867428.0,
Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,3.432.086.722,3.971.914.049,3432086722.0,3971914049.0
Tổng Công ty Thiết bị điện Đông Anh - CTCP,Tổng Công ty Thiết bị điện Đông Anh - CTCP,Tổng Công ty Thiết bị điện Đông Anh - CTCP,2.868.493.000,14.813.951.000,2868493000.0,14813951000.0
Công ty TNHH Năng lượng GELEX Ninh Thuận,Công ty TNHH Năng lượng GELEX Ninh Thuận,Công ty TNHH Năng lượng GELEX Ninh Thuận,728.138.300,6.421.028.889,728138300.0,6421028889.0
Công ty TNHH Điện gió Huống Phùng,Công ty TNHH Điện gió Huống Phùng,Công ty TNHH Điện gió Huống Phùng,-,2.577.579.011,,2577579011.0
Công ty TNHH Năng lượng GELEX Quảng Trị,Công ty TNHH Năng lượng GELEX Quảng Trị,Công ty TNHH Năng lượng GELEX Quảng Trị,-,1.793.065.634,,1793065634.0
Công ty Cổ phần Hạ tầng GELEX,Công ty Cổ phần Hạ tầng GELEX,Công ty Cổ phần Hạ tầng GELEX,-,45.000.000,,45000000.0
Giá trị mua hàng hóa và dịch vụ được cung cấp,Giá trị mua hàng hóa và dịch vụ được cung cấp,Giá trị mua hàng hóa và dịch vụ được cung cấp,6.489.460.960.597,4.016.742.471.158,6489460960597.0,4016742471158.0
Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,6.471.860.981.740,4.010.850.956.829,6471860981740.0,4010850956829.0
Công ty Cổ phần Chế tạo Điện cơ HEM,Công ty Cổ phần Chế tạo Điện cơ HEM,Công ty Cổ phần Chế tạo Điện cơ HEM,15.355.362.857,3.972.069.552,15355362857.0,3972069552.0
Tổng Công ty Thiết bị điện Đông Anh - CTCP,Tổng Công ty Thiết bị điện Đông Anh - CTCP,Tổng Công ty Thiết bị điện Đông Anh - CTCP,1.600.480.000,1.716.285.000,1600480000.0,1716285000.0
Công ty TNHH S.A.S. - CTAMAD,Công ty TNHH S.A.S. - CTAMAD,Công ty TNHH S.A.S. - CTAMAD,621.936.000,89.733.000,621936000.0,89733000.0
Công ty Cổ phần Thiết bị Công nghiệp GEIC,Công ty Cổ phần Thiết bị Công nghiệp GEIC,Công ty Cổ phần Thiết bị Công nghiệp GEIC,22.200.000,-,22200000.0,
Công ty Cổ phần Kinh doanh Gạch ốp lát Viglacera,Công ty Cổ phần Kinh doanh Gạch ốp lát Viglacera,Công ty Cổ phần Kinh doanh Gạch ốp lát Viglacera,-,113.426.777,,113426777.0
"Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia","Cổ tức, lợi nhuận được chia",78.984.786.000,117.716.266.000,78984786000.0,117716266000.0
Công ty TNHH S.A.S. - CTAMAD,Công ty TNHH S.A.S. - CTAMAD,Công ty TNHH S.A.S. - CTAMAD,46.231.500.000,87.780.000.000,46231500000.0,87780000000.0
Tổng Công ty Thiết bị điện Đông Anh - CTCP,Tổng Công ty Thiết bị điện Đông Anh - CTCP,Tổng Công ty Thiết bị điện Đông Anh - CTCP,30.473.286.000,29.936.266.000,30473286000.0,29936266000.0
Công ty Cổ phần Chế tạo Điện cơ HEM,Công ty Cổ phần Chế tạo Điện cơ HEM,Công ty Cổ phần Chế tạo Điện cơ HEM,2.280.000.000,-,2280000000.0,
