row_label_raw,row_label_full,col_0,2022VND,2021VND,numeric__2022VND,numeric__2021VND
Doanh thu,Doanh thu,Doanh thu,Doanh thu,Doanh thu,,
Doanh thu bán hàng hóa,Doanh thu > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,1.084.124.299.609,897.904.625.893,1084124299609.0,897904625893.0
Doanh thu cung cấp dịch vụ,Doanh thu > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,13.658.844.257.003,11.800.229.355.446,13658844257003.0,11800229355446.0
,,,14.742.968.556.612,12.698.133.981.339,14742968556612.0,12698133981339.0
Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,,
Hàng bán bị trả lại,Các khoản giảm trừ > Hàng bán bị trả lại,Hàng bán bị trả lại,(1.146.299.000),(48.948.000),-1146299000.0,-48948000.0
Chiết khấu thương mại và các khoản giảm trừ khác,Các khoản giảm trừ > Chiết khấu thương mại và các khoản giảm trừ khác,Chiết khấu thương mại và các khoản giảm trừ khác,(12.173.318.032),(11.668.782.878),-12173318032.0,-11668782878.0
,,,(13.319.617.032),(11.717.730.878),-13319617032.0,-11717730878.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,,
Doanh thu thuần về bán hàng,Doanh thu thuần về bán hàng và cung cấp dịch vụ > Doanh thu thuần về bán hàng,Doanh thu thuần về bán hàng,1.082.978.000.609,897.855.677.893,1082978000609.0,897855677893.0
Doanh thu thuần về cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ > Doanh thu thuần về cung cấp dịch vụ,Doanh thu thuần về cung cấp dịch vụ,13.646.670.938.971,11.788.560.572.568,13646670938971.0,11788560572568.0
,,,14.729.648.939.580,12.686.416.250.461,14729648939580.0,12686416250461.0
