row_label_raw,row_label_full,col_0,col_1,2022VND,2021VND,numeric__col_1,numeric__2022VND,numeric__2021VND
i),i),i),Tiền gửi tại tài khoản tập trung FPT,,,,,
i),i) > i),i),Công ty Cổ phần FPT,362.640.459,28.041.134,,362640459.0,28041134.0
ii),ii),ii),Phải thu ngắn hạn của khách hàng (Thuyết minh 5),,,,,
ii),ii) > ii),ii),Công ty TNHH Hệ thống Thông tin FPT,12.865.688.622,18.232.500.803,,12865688622.0,18232500803.0
ii),ii) > ii),ii),Công ty TNHH Phần mềm FPT,2.596.770.871,4.646.782.283,,2596770871.0,4646782283.0
ii),ii) > ii),ii),Công ty Cổ phần FPT,1.532.344.125,4.006.762.922,,1532344125.0,4006762922.0
ii),ii) > ii),ii),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,799.091.021,386.563.475,,799091021.0,386563475.0
ii),ii) > ii),ii),Công ty TNHH Phân phối Synnex FPT,288.589.390,279.003.499,,288589390.0,279003499.0
ii),ii) > ii),ii),Các công ty thành viên khác cùng Tập đoàn,2.737.925.903,1.141.877.931,,2737925903.0,1141877931.0
ii),ii) > ii),ii),,20.820.409.932,28.693.490.913,,20820409932.0,28693490913.0
iii),iii),iii),Phải thu ngắn hạn khác,,,,,
iii),iii) > iii),iii),Công ty TNHH Phần mềm FPT,-,4.521.000.000,,,4521000000.0
iii),iii) > iii),iii),Công ty Cổ phần FPT,367.864,-,,367864.0,
iii),iii) > iii),iii),,367.864,4.521.000.000,,367864.0,4521000000.0
iv),iv),iv),Phải trả người bán ngắn hạn (Thuyết minh 13),,,,,
iv),iv) > iv),iv),Công ty TNHH Phân phối Synnex FPT,39.565.780.782,24.073.613.383,,39565780782.0,24073613383.0
iv),iv) > iv),iv),Công ty Cổ phần FPT,21.941.567.281,20.530.794.083,,21941567281.0,20530794083.0
iv),iv) > iv),iv),Công ty TNHH Hệ thống Thông tin FPT,90.067.525.544,4.902.747.464,,90067525544.0,4902747464.0
iv),iv) > iv),iv),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,1.812.181.600,1.147.486.002,,1812181600.0,1147486002.0
iv),iv) > iv),iv),Công ty TNHH FPT Smart Cloud,2.191.789.136,735.428.462,,2191789136.0,735428462.0
iv),iv) > iv),iv),Công ty TNHH Phần mềm FPT,517.265.092,965.742.919,,517265092.0,965742919.0
iv),iv) > iv),iv),Các công ty thành viên khác cùng Tập đoàn,795.780,65.872.856,,795780.0,65872856.0
iv),iv) > iv),iv),,156.096.905.215,52.421.685.169,,156096905215.0,52421685169.0
v),v),v),Phải trả ngắn hạn khác (Thuyết minh 17),,,,,
v),v) > v),v),Thu hộ bên liên quan,67.487.789,92.312.441,,67487789.0,92312441.0
v),v) > v),v),Lợi nhuận và cổ tức phải trả,1.981.653.483,1.927.846.433,,1981653483.0,1927846433.0
v),v) > v),v),,2.049.141.272,2.020.158.874,,2049141272.0,2020158874.0
