row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2022 VND,Tại ngày 31 tháng 12 năm > 2021 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2022 VND,numeric__Tại ngày 31 tháng 12 năm > 2021 VND
100,100,100,TÀI SẢN NGĂN HẠN,,10.099.244.269.282,13.672.033.834.001,,,10099244269282.0,13672033834001.0
110,110,110,Tiền và các khoản tương đương tiền,3,1.418.670.415.325,374.929.561.927,,3.0,1418670415325.0,374929561927.0
111,111,111,Tiền,,226.703.212.028,101.868.718.688,,,226703212028.0,101868718688.0
112,112,112,Các khoản tương đương tiền,,1.191.967.203.297,273.060.843.239,,,1191967203297.0,273060843239.0
120,120,120,Đầu tư tài chính ngắn hạn,,5.856.787.648.379,11.238.439.412.400,,,5856787648379.0,11238439412400.0
123,123,123,Đầu tư nằm giữ đến ngày đáo hạn,4(a),5.856.787.648.379,11.238.439.412.400,,,5856787648379.0,11238439412400.0
130,130,130,Các khoản phải thu ngắn hạn,,1.357.716.256.717,1.208.969.329.415,,,1357716256717.0,1208969329415.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,1.600.426.459.013,1.391.016.112.013,,5.0,1600426459013.0,1391016112013.0
132,132,132,Trả trước cho người bán ngắn hạn,,75.567.434.032,39.888.170.930,,,75567434032.0,39888170930.0
136,136,136,Phải thu ngắn hạn khác,6,130.878.502.753,165.646.293.645,,6.0,130878502753.0,165646293645.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,7,(449.156.139.081),(387.581.247.173),,7.0,-449156139081.0,-387581247173.0
140,140,140,Hàng tồn kho,8,1.117.620.653.980,689.688.421.234,,8.0,1117620653980.0,689688421234.0
141,141,141,Hàng tồn kho,,1.152.953.245.195,744.295.562.176,,,1152953245195.0,744295562176.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(35.332.591.215),(54.607.140.942),,,-35332591215.0,-54607140942.0
150,150,150,Tài sản ngắn hạn khác,,348.449.294.881,160.007.109.025,,,348449294881.0,160007109025.0
151,151,151,Chi phí trả trước ngắn hạn,9(a),162.316.511.752,127.113.764.629,,,162316511752.0,127113764629.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",,25.763.117.347,23.231.959.636,,,25763117347.0,23231959636.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,14(a),160.369.665.782,9.661.384.760,,,160369665782.0,9661384760.0
200,200,200,TÀI SẢN DÀI HẠN,,8.326.319.345.943,7.377.374.332.375,,,8326319345943.0,7377374332375.0
210,210,210,Các khoản phải thu dài hạn,,35.094.259.284,34.079.359.935,,,35094259284.0,34079359935.0
216,216,216,Phải thu dài hạn khác,,35.094.259.284,36.436.051.116,,,35094259284.0,36436051116.0
219,219,219,Dự phòng phải thu dài hạn khó đòi,,-,(2.356.691.181),,,,-2356691181.0
220,220,220,Tài sản cố định,,5.610.369.821.803,4.907.968.495.872,,,5610369821803.0,4907968495872.0
221,221,221,Tài sản cố định hữu hình,10(a),4.994.560.213.579,4.295.483.183.177,,,4994560213579.0,4295483183177.0
222,222,222,Nguyên giá,,11.206.151.632.037,9.511.150.236.538,,,11206151632037.0,9511150236538.0
223,223,223,Giá trị khấu hao lũy kế,,(6.211.591.418.458),(5.215.667.053.361),,,-6211591418458.0,-5215667053361.0
227,227,227,Tài sản cố định vô hình,10(b),615.809.608.224,612.485.312.695,,,615809608224.0,612485312695.0
228,228,228,Nguyên giá,,1.100.766.918.579,1.017.829.221.521,,,1100766918579.0,1017829221521.0
229,229,229,Giá trị hao mòn lũy kế,,(484.957.310.355),(405.343.908.826),,,-484957310355.0,-405343908826.0
240,240,240,Tài sản dở dang dài hạn,,359.405.443.556,480.691.804.821,,,359405443556.0,480691804821.0
242,242,242,Chỉ phí xây dựng cơ bản dở dang,11,359.405.443.556,480.691.804.821,,11.0,359405443556.0,480691804821.0
250,250,250,Đầu tư tài chính dài hạn,,6.200.000.000,6.200.000.000,,,6200000000.0,6200000000.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,4(b),9.684.980.000,9.684.980.000,,,9684980000.0,9684980000.0
254,254,254,Dự phòng đầu tư tài chính dài hạn,4(b),(3.684.980.000),(3.684.980.000),,,-3684980000.0,-3684980000.0
255,255,255,Đầu tư nằm giữ đến ngày đáo hạn,4(a),200.000.000,200.000.000,,,200000000.0,200000000.0
260,260,260,Tài sản dài hạn khác,,2.315.249.821.300,1.948.434.671.747,,,2315249821300.0,1948434671747.0
261,261,261,Chi phí trả trước dài hạn,9(b),2.314.717.115.919,1.942.729.120.740,,,2314717115919.0,1942729120740.0
262,262,262,Tài sản thuế thu nhập hoãn lại,12,532.705.381,5.705.551.007,,12.0,532705381.0,5705551007.0
270,270,270,TỔNG TÀI SẢN,,18.425.563.615.225,21.049.408.166.376,,,18425563615225.0,21049408166376.0
