row_label_raw,row_label_full,Mãsố,NGUỒN VỐN,Thuyếtminh,Tại ngày 31 tháng 12 năm,Tại ngày 31 tháng 12 năm_1,numeric__NGUỒN VỐN,numeric__Thuyếtminh,numeric__Tại ngày 31 tháng 12 năm,numeric__Tại ngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,NGUỒN VỐN,Thuyếtminh,2022VND,2021VND,,,,
300,Mãsố > 300,300,NỘ PHẢI TRÀ,,10.505.861.380.737,14.760.409.865.663,,,10505861380737.0,14760409865663.0
310,Mãsố > 310,310,Nợ ngắn hạn,,10.426.642.949.150,13.967.863.132.318,,,10426642949150.0,13967863132318.0
311,Mãsố > 311,311,Phải trả người bán ngắn hạn,13,1.576.590.188.554,1.380.314.651.103,,13.0,1576590188554.0,1380314651103.0
312,Mãsố > 312,312,Người mua trả tiền trước ngắn hạn,,67.889.459.376,130.988.516.301,,,67889459376.0,130988516301.0
313,Mãsố > 313,313,Thuế và các khoản phải nộp Nhà nước,14(b),40.968.138.219,143.764.261.715,,,40968138219.0,143764261715.0
314,Mãsố > 314,314,Phải trả người lao động,,1.330.921.896.716,1.166.920.110.832,,,1330921896716.0,1166920110832.0
315,Mãsố > 315,315,Chi phí phải trả ngắn hạn,15,157.786.124.942,202.368.757.000,,15.0,157786124942.0,202368757000.0
318,Mãsố > 318,318,Doanh thu chưa thực hiện ngắn hạn,16(a),1.550.636.330.115,1.380.469.481.129,,,1550636330115.0,1380469481129.0
319,Mãsố > 319,319,Phải trả ngắn hạn khác,17,211.357.966.705,202.134.706.538,,17.0,211357966705.0,202134706538.0
320,Mãsố > 320,320,Vay ngắn hạn,18(a),5.140.502.023.623,9.072.615.283.911,,,5140502023623.0,9072615283911.0
322,Mãsố > 322,322,"Quỹ khen thưởng, phúc lợi",19,349.990.820.900,288.287.363.789,,19.0,349990820900.0,288287363789.0
330,Mãsố > 330,330,Nợ dài hạn,,79.218.431.587,792.546.733.345,,,79218431587.0,792546733345.0
336,Mãsố > 336,336,Doanh thu chưa thực hiện dài hạn,16(b),36.980.826.995,40.873.965.655,,,36980826995.0,40873965655.0
337,Mãsố > 337,337,Phải trả dài hạn khác,,2.027.900.000,6.989.289.928,,,2027900000.0,6989289928.0
338,Mãsố > 338,338,Vay dài hạn,18(b),39.991.556.359,744.673.229.286,,,39991556359.0,744673229286.0
341,Mãsố > 341,341,Thuế thu nhập hoãn lại phải trả,12,218.148.233,10.248.476,,12.0,218148233.0,10248476.0
400,Mãsố > 400,400,VỐN CHỦ SỞ HỮU,,7.919.702.234.488,6.288.998.300.713,,,7919702234488.0,6288998300713.0
410,Mãsố > 410,410,Vốn chủ sở hữu,"20,21",7.919.702.234.488,6.288.998.300.713,,20.21,7919702234488.0,6288998300713.0
411,Mãsố > 411,411,Vốn góp của chủ sở hữu,,3.283.395.380.000,3.283.695.530.000,,,3283395380000.0,3283695530000.0
411a,Mãsố > 411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.283.395.380.000,3.283.695.530.000,,,3283395380000.0,3283695530000.0
412,Mãsố > 412,412,Thặng dư vốn cổ phần,21,-,20.462.758.273,,21.0,,20462758273.0
414,Mãsố > 414,414,Vốn khác của chủ sở hữu,21,55.391.600.000,55.391.600.000,,21.0,55391600000.0,55391600000.0
415,Mãsố > 415,415,Cổ phiếu quỹ,21,-,(300.150.000),,21.0,,-300150000.0
418,Mãsố > 418,418,Quỹ đầu tư phát triển,21,1.424.495.512.206,824.773.364.467,,21.0,1424495512206.0,824773364467.0
421,Mãsố > 421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",21,2.840.418.455.303,1.821.722.332.329,,21.0,2840418455303.0,1821722332329.0
421a,Mãsố > 421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,1.227.197.381.689,532.918.986.128,,,1227197381689.0,532918986128.0
421b,Mãsố > 421b,421b,- LNST chưa phân phối của năm nay,,1.613.221.073.614,1.288.803.346.201,,,1613221073614.0,1288803346201.0
429,Mãsố > 429,429,Lợi ích của cổ đông không kiểm soát,21,316.001.286.979,283.252.865.644,,21.0,316001286979.0,283252865644.0
440,Mãsố > 440,440,TỔNG NGUỒN VỐN,,18.425.563.615.225,21.049.408.166.376,,,18425563615225.0,21049408166376.0
