row_label_raw,row_label_full,col_0,col_1,2022VND,2021VND,numeric__col_1,numeric__2022VND,numeric__2021VND
i),i),i),Bán hàng hóa và dịch vụ,,,,,
i),i) > i),i),Công ty TNHH Hệ thống Thông tin FPT,79.413.816.638,217.620.791.056,,79413816638.0,217620791056.0
i),i) > i),i),Công ty TNHH Phần mềm FPT,66.479.713.792,58.394.601.804,,66479713792.0,58394601804.0
i),i) > i),i),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,35.851.720.036,23.838.160.988,,35851720036.0,23838160988.0
i),i) > i),i),Trường Đại học FPT,13.307.665.628,16.349.906.989,,13307665628.0,16349906989.0
i),i) > i),i),Công ty TNHH FPT Smart Cloud,11.000.311.436,10.324.263.264,,11000311436.0,10324263264.0
i),i) > i),i),Công ty Cổ phần FPT,9.001.123.010,25.166.632.226,,9001123010.0,25166632226.0
i),i) > i),i),Công ty TNHH Phân phối Synnex FPT,6.193.199.246,5.374.953.745,,6193199246.0,5374953745.0
i),i) > i),i),Các công ty thành viên khác cùng Tập đoàn,16.801.884.160,2.318.830.315,,16801884160.0,2318830315.0
i),i) > i),i),,238.049.433.946,359.388.140.387,,238049433946.0,359388140387.0
ii),ii),ii),"Mua TSCĐ, hàng hóa và dịch vụ",,,,,
ii),ii) > ii),ii),Công ty TNHH Phân phối Synnex FPT,277.384.468.537,414.292.529.096,,277384468537.0,414292529096.0
ii),ii) > ii),ii),Công ty TNHH Hệ thống Thông tin FPT,343.766.796.872,298.976.810.256,,343766796872.0,298976810256.0
ii),ii) > ii),ii),Công ty Cổ phần FPT,127.435.232.036,93.156.534.164,,127435232036.0,93156534164.0
ii),ii) > ii),ii),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,25.014.382.267,17.766.891.283,,25014382267.0,17766891283.0
ii),ii) > ii),ii),Công ty TNHH FPT Smart Cloud,9.650.554.197,34.536.527.594,,9650554197.0,34536527594.0
ii),ii) > ii),ii),Công ty TNHH Phân mềm FPT,5.543.781.632,5.205.549.690,,5543781632.0,5205549690.0
ii),ii) > ii),ii),Các công ty thành viên khác cùng Tập đoàn,422.232.331,62.226.130,,422232331.0,62226130.0
ii),ii) > ii),ii),,789.217.447.872,863.997.068.213,,789217447872.0,863997068213.0
iii),iii),iii),Chia cổ tức bằng cổ phiếu,,,,,
iii),iii),iii),Tổng Công ty Đầu tư và Kinh doanh vốn,,,,,
iii),iii) > iii),iii),Nhà nước – Công ty TNHH,-,274.570.030.000,,,274570030000.0
iii),iii) > iii),iii),Công ty Cổ phần FPT,-,249.845.760.000,,,249845760000.0
iii),iii) > iii),iii),Các cổ đông khác,-,22.815.130.000,,,22815130000.0
iii),iii) > iii),iii),,-,547.230.920.000,,,547230920000.0
iv),iv),iv),Chia cổ tức bằng tiền,,,,,
iv),iv),iv),Tổng Công ty Đầu tư và Kinh doanh vốn,,,,,
iv),iv) > iv),iv),Nhà nước – Công ty TNHH,164.742.021.000,164.742.021.000,,164742021000.0,164742021000.0
iv),iv) > iv),iv),Công ty Cổ phần FPT,149.907.458.000,149.907.458.000,,149907458000.0,149907458000.0
iv),iv) > iv),iv),Các cổ đông khác,13.690.059.000,13.690.059.000,,13690059000.0,13690059000.0
iv),iv) > iv),iv),,328.339.538.000,328.339.538.000,,328339538000.0,328339538000.0
v),v),v),Nhận cổ tức bằng tiền,,,,,
v),v) > v),v),Công ty Cổ phần Quản lý quỹ đầu tư FPT,-,5.000.000.000,,,5000000000.0
