row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2022 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,14.742.968.556.612,12.698.133.981.339,,,14742968556612.0,12698133981339.0
02,02,02,Các khoản giảm trừ doanh thu,,13.319.617.032,11.717.730.878,,,13319617032.0,11717730878.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),24,14.729.648.939.580,12.686.416.250.461,,24.0,14729648939580.0,12686416250461.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,25,7.502.502.446.129,6.598.135.450.543,,25.0,7502502446129.0,6598135450543.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),,7.227.146.493.451,6.088.280.799.918,,,7227146493451.0,6088280799918.0
21,21,21,Doanh thu hoạt động tài chính,26,733.380.563.035,496.205.208.929,,26.0,733380563035.0,496205208929.0
22,22,22,Chi phí tài chính,27,441.796.360.418,300.744.727.104,,27.0,441796360418.0,300744727104.0
23,23,23,- Trong đó: Chi phí lãi vay,,335.197.364.380,220.614.607.102,,,335197364380.0,220614607102.0
25,25,25,Chi phí bán hàng,28,2.185.337.286.613,1.884.539.198.503,,28.0,2185337286613.0,1884539198503.0
26,26,26,Chi phí quản lý doanh nghiệp,29,2.500.738.333.981,2.009.848.282.131,,29.0,2500738333981.0,2009848282131.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25 - 26),,2.832.655.075.474,2.389.353.801.109,,,2832655075474.0,2389353801109.0
31,31,31,Thu nhập khác,,15.704.468.707,14.836.952.588,,,15704468707.0,14836952588.0
32,32,32,Chi phí khác,,30.762.877.405,9.260.977.910,,,30762877405.0,9260977910.0
40,40,40,(Lỗ)/lợi nhuận khác (40 = 31 - 32),,(15.058.408.698),5.575.974.678,,,-15058408698.0,5575974678.0
50,50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,2.817.596.666.776,2.394.929.775.787,,,2817596666776.0,2394929775787.0
51,51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,30,553.870.253.638,458.846.923.319,,30.0,553870253638.0,458846923319.0
52,52,52,Chi phí thuế TNDN hoãn lại,30,5.380.745.383,20.245.216.434,,30.0,5380745383.0,20245216434.0
60,60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),,2.258.345.667.755,1.915.837.636.034,,,2258345667755.0,1915837636034.0
,,,Phân bổ cho:,,,,,,,
61,61,61,Cổ đông của công ty mẹ,,2.150.756.824.672,1.820.124.198.555,,,2150756824672.0,1820124198555.0
62,62,62,Cổ đông không kiểm soát,,107.588.843.083,95.713.437.479,,,107588843083.0,95713437479.0
70,70,70,Lãi cơ bản trên cổ phiếu,22(a),5.870,4.926,,,5870.0,4926.0
71,71,71,Lãi suy giảm trên cổ phiếu,22(b),5.870,4.926,,,5870.0,4926.0
