row_label_raw,row_label_full,Công ty,Công ty_1,Hoạt động chính,"Nơi thành lập,đăng ký hoạt động",Tại ngày 31/12/2022và 31/12/2021,Tại ngày 31/12/2022và 31/12/2021_1,numeric__Công ty_1,numeric__Hoạt động chính,"numeric__Nơi thành lập,đăng ký hoạt động",numeric__Tại ngày 31/12/2022và 31/12/2021,numeric__Tại ngày 31/12/2022và 31/12/2021_1
Công ty,Công ty,Công ty,Công ty,Hoạt động chính,"Nơi thành lập,đăng ký hoạt động",Tỷ lệsở hữu,Tỷ lệbiểu quyết,,,,,
1),Công ty > 1),1),Công ty CPDịch vụ Trựctuyến FPT(FOC) (*),"Cung cấp dịch vụGame online, báođiện tử, thanh toánđiện tử","Lô 29B – 31B – 33B ĐườngTân Thuận, Khu chế xuấtTân Thuận, Phường TânThuận Đông, quận 7, Thànhphố Hồ Chí Minh","56,51%","56,51%",,,,0.5650999999999999,0.5650999999999999
2),Công ty > 2),2),Công ty TNHHMTV Viếnthông FPT TânThuận (CTTT),Cung cấp dịch vụinternet tốc độ caovà các dịch vụ viềnthông khác,"Lô 29B – 31B – 33B ĐườngTân Thuận, Khu chế xuấtTân Thuận, Phường TânThuận Đông, quận 7, Thànhphố Hồ Chí Minh","100,00%","100,00%",,,,1.0,1.0
3),Công ty > 3),3),Công ty TNHHMTV Viếnthông Quốc tếFPT (FTI),"Cung cấp dịch vụinternet, đại lý cungcấp dịch vụ viềnthông và các dịchvụ khác","Lô 29B – 31B – 33B ĐườngTân Thuận, Khu chế xuấtTân Thuận, Phường TânThuận Đông, quận 7, Thànhphố Hồ Chí Minh","100,00%","100,00%",,,,1.0,1.0
4),Công ty > 4),4),Công ty CPCông nghệViến thông FPT(FCN),Cung cấp các dịchvụ internet tốc độcao và các dịch vụviễn thông khác,"Lô T2-5 Đường D1, KhuCông Nghệ Cao, PhườngTăng Nhơn Phú A, ThủĐức, Thành phố Hồ ChíMinh","99,99%","99,99%",,,,0.9998999999999999,0.9998999999999999
5),Công ty > 5),5),Công ty TNHHTruyền hìnhFPT (FPL),Cung cấp các dịchvụ truyền hình,"124 Đường Sương NguyệtÁnh, Phường Bến Thành,Quận 1, Thành phố Hồ ChíMinh","100,00%","100,00%",,,,1.0,1.0
