row_label_raw,row_label_full,Mãsố,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,Thuyếtminh,2022VND,2021VND,,,
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01 Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01 Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,01 Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,,2.817.596.666.776,2.394.929.775.787,,2817596666776.0,2394929775787.0
"02 Khấu hao tài sản cố định (""TSCĐ"")","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02 Khấu hao tài sản cố định (""TSCĐ"")","02 Khấu hao tài sản cố định (""TSCĐ"")",,1.173.650.989.196,1.130.395.527.744,,1173650989196.0,1130395527744.0
03 Các khoản dự phòng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03 Các khoản dự phòng,03 Các khoản dự phòng,,48.012.469.300,42.764.311.190,,48012469300.0,42764311190.0
04 (Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiền tệ có gốc ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04 (Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiền tệ có gốc ngoại tệ,04 (Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiền tệ có gốc ngoại tệ,,(19.089.484.079),32.710.838.843,,-19089484079.0,32710838843.0
05 Lãi từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05 Lãi từ hoạt động đầu tư,05 Lãi từ hoạt động đầu tư,,(675.581.537.651),(451.246.191.542),,-675581537651.0,-451246191542.0
06 Chi phí lãi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06 Chi phí lãi vay,06 Chi phí lãi vay,,335.197.364.380,220.614.607.102,,335197364380.0,220614607102.0
08 Lợi nhuận từ hoạt động kinh doanh trước nhữngthay đổi vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08 Lợi nhuận từ hoạt động kinh doanh trước nhữngthay đổi vốn lưu động,08 Lợi nhuận từ hoạt động kinh doanh trước nhữngthay đổi vốn lưu động,,3.679.786.467.922,3.370.168.869.124,,3679786467922.0,3370168869124.0
09 Tăng các khoản phải thu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 09 Tăng các khoản phải thu,09 Tăng các khoản phải thu,,(337.014.494.518),(195.946.306.690),,-337014494518.0,-195946306690.0
10 Tăng hàng tồn kho,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 10 Tăng hàng tồn kho,10 Tăng hàng tồn kho,,(408.657.683.019),(46.681.784.461),,-408657683019.0,-46681784461.0
11 Tăng các khoản phải trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11 Tăng các khoản phải trả,11 Tăng các khoản phải trả,,378.115.287.314,267.553.912.514,,378115287314.0,267553912514.0
12 Tăng chi phí trả trước,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12 Tăng chi phí trả trước,12 Tăng chi phí trả trước,,(407.190.742.302),(163.800.101.791),,-407190742302.0,-163800101791.0
14 Tiền lãi vay đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14 Tiền lãi vay đã trả,14 Tiền lãi vay đã trả,,(322.959.840.797),(207.449.283.488),,-322959840797.0,-207449283488.0
15 Thuế TNDN đã nộp,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15 Thuế TNDN đã nộp,15 Thuế TNDN đã nộp,,(687.361.115.082),(512.008.960.980),,-687361115082.0,-512008960980.0
16 Tiền thu khác từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 16 Tiền thu khác từ hoạt động kinh doanh,16 Tiền thu khác từ hoạt động kinh doanh,,100.000.000,380.000.000,,100000000.0,380000000.0
17 Tiền chi khác từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 17 Tiền chi khác từ hoạt động kinh doanh,17 Tiền chi khác từ hoạt động kinh doanh,,(172.558.867.265),(188.234.523.914),,-172558867265.0,-188234523914.0
20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,,1.722.259.012.253,2.323.981.820.314,,1722259012253.0,2323981820314.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
"21 Tiền chi để mua sắm, xây dựng TSCĐ và các tàisản dài hạn khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 21 Tiền chi để mua sắm, xây dựng TSCĐ và các tàisản dài hạn khác","21 Tiền chi để mua sắm, xây dựng TSCĐ và các tàisản dài hạn khác",,(1.784.357.063.287),(1.317.869.922.328),,-1784357063287.0,-1317869922328.0
"22 Tiền thu từ thanh lý, nhượng bán TSCĐ và tài sändài hạn khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 22 Tiền thu từ thanh lý, nhượng bán TSCĐ và tài sändài hạn khác","22 Tiền thu từ thanh lý, nhượng bán TSCĐ và tài sändài hạn khác",,695.455.501,972.727.280,,695455501.0,972727280.0
23 Tiền chi cho vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 23 Tiền chi cho vay,23 Tiền chi cho vay,,(15.708.007.949.001),(17.751.319.095.049),,-15708007949001.0,-17751319095049.0
24 Tiền thu hồi cho vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 24 Tiền thu hồi cho vay,24 Tiền thu hồi cho vay,,21.089.659.713.022,13.121.437.050.991,,21089659713022.0,13121437050991.0
"27 Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 27 Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","27 Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,737.645.144.718,387.107.142.097,,737645144718.0,387107142097.0
30 Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 30 Lưu chuyển tiền thuần từ hoạt động đầu tư,30 Lưu chuyển tiền thuần từ hoạt động đầu tư,,4.335.635.300.953,(5.559.672.097.009),,4335635300953.0,-5559672097009.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
33 Tiền thu đi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 33 Tiền thu đi vay,33 Tiền thu đi vay,,11.276.674.453.680,12.492.358.508.370,,11276674453680.0,12492358508370.0
34 Tiền chi trả nợ gốc vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 34 Tiền chi trả nợ gốc vay,34 Tiền chi trả nợ gốc vay,,(15.901.359.188.948),(8.470.024.023.558),,-15901359188948.0,-8470024023558.0
"36 Tiền cổ tức, lợi nhuận đã trả cho chủ sở hữu","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 36 Tiền cổ tức, lợi nhuận đã trả cho chủ sở hữu","36 Tiền cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(392.367.226.950),(1.035.376.187.700),,-392367226950.0,-1035376187700.0
40 Lưu chuyển tiền thuần từ hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 40 Lưu chuyển tiền thuần từ hoạt động tài chính,40 Lưu chuyển tiền thuần từ hoạt động tài chính,,(5.017.051.962.218),2.986.958.297.112,,-5017051962218.0,2986958297112.0
50 Lưu chuyển tiền thuần trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 50 Lưu chuyển tiền thuần trong năm,50 Lưu chuyển tiền thuần trong năm,,1.040.842.350.988,(248.731.979.583),,1040842350988.0,-248731979583.0
60 Tiền và tương đương tiền đầu năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 60 Tiền và tương đương tiền đầu năm,60 Tiền và tương đương tiền đầu năm,3,374.929.561.927,630.611.012.001,3.0,374929561927.0,630611012001.0
61 Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 61 Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61 Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,2.898.502.410,(6.949.470.491),,2898502410.0,-6949470491.0
70 Tiền và tương đương tiền cuối năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 70 Tiền và tương đương tiền cuối năm,70 Tiền và tương đương tiền cuối năm,3,1.418.670.415.325,374.929.561.927,3.0,1418670415325.0,374929561927.0
