row_label_raw,row_label_full,col_0,Giá trị còn lại của tài sản bộ phận > 31/12/2016VND,Giá trị còn lại của tài sản bộ phận > 01/01/2016VND,Tăng tài sản cố định hữu hình và vô hình > Năm 2016VND,Tăng tài sản cố định hữu hình và vô hình > Năm 2015VND,numeric__Giá trị còn lại của tài sản bộ phận > 31/12/2016VND,numeric__Giá trị còn lại của tài sản bộ phận > 01/01/2016VND,numeric__Tăng tài sản cố định hữu hình và vô hình > Năm 2016VND,numeric__Tăng tài sản cố định hữu hình và vô hình > Năm 2015VND
Tinh Hải Dương,Tinh Hải Dương,Tinh Hải Dương,2.701.745.529.047,1.546.804.043.009,902.585.350.113,36.391.237.988,2701745529047.0,1546804043009.0,902585350113.0,36391237988.0
Tinh Yên Bái,Tinh Yên Bái,Tinh Yên Bái,362.737.111.148,212.278.011.672,42.069.435.362,21.957.519.909,362737111148.0,212278011672.0,42069435362.0,21957519909.0
Nước CHDCND Lào,Nước CHDCND Lào,Nước CHDCND Lào,13.133.338.542,195.682.623.359,-,-,13133338542.0,195682623359.0,,
Cộng,Cộng,Cộng,3.077.615.978.737,1.954.764.678.040,944.654.785.475,58.348.757.897,3077615978737.0,1954764678040.0,944654785475.0,58348757897.0
