row_label_raw,row_label_full,TÀI SẢN,Mã số,Số đã báo cáo > VND,Phân loại lại > VND,Số sau phân loại lại > VND,numeric__Mã số,numeric__Số đã báo cáo > VND,numeric__Phân loại lại > VND,numeric__Số sau phân loại lại > VND
C. NỘ PHÁI TRẢ,C. NỘ PHÁI TRẢ,C. NỘ PHÁI TRẢ,300,2.122.863.876.413,-,2.122.863.876.413,300.0,2122863876413.0,,2122863876413.0
II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,330,453.200.161.266,-,453.200.161.266,330.0,453200161266.0,,453200161266.0
1. Vay và nợ thuê tài chính dài hạn,1. Vay và nợ thuê tài chính dài hạn,1. Vay và nợ thuê tài chính dài hạn,338,171.262.661.266,296.937.500.000,468.200.161.266,338.0,171262661266.0,296937500000.0,468200161266.0
2. Trái phiếu chuyển đổi,2. Trái phiếu chuyển đổi,2. Trái phiếu chuyển đổi,339,296.937.500.000,(296.937.500.000),-,339.0,296937500000.0,-296937500000.0,
TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,440,3.077.615.978.737,-,3.077.615.978.737,440.0,3077615978737.0,,3077615978737.0
