row_label_raw,row_label_full,Cổ phiếu phổ thông đã phát hành đầu năm > Ảnh hưởng của cổ phiếu phát hành năm 2016 > Số cổ phiếu phổ thông bình quân đang lưu hành tại thời điểm cuối năm (i),Năm 2016VND > 49.499.988 > 1.821.736 > 51.321.724,Năm 2015VND > 39.600.000 > 9.899.988 > 49.499.988,numeric__Năm 2016VND > 49.499.988 > 1.821.736 > 51.321.724,numeric__Năm 2015VND > 39.600.000 > 9.899.988 > 49.499.988
Ảnh hưởng của các cổ phiếu phổ thông tiềm năng,Ảnh hưởng của các cổ phiếu phổ thông tiềm năng,Ảnh hưởng của các cổ phiếu phổ thông tiềm năng,24.935.000,-,24935000.0,
- Chứng quyền (*),- Chứng quyền (*),- Chứng quyền (*),24.935.000,-,24935000.0,
- Giấy nhận nợ có thể chuyển đổi,- Giấy nhận nợ có thể chuyển đổi,- Giấy nhận nợ có thể chuyển đổi,-,-,,
Số cổ phiếu phổ thông bình quân gia quyền để tính lãi trên cổ phiếu suy giảm (i),- Giấy nhận nợ có thể chuyển đổi > Số cổ phiếu phổ thông bình quân gia quyền để tính lãi trên cổ phiếu suy giảm (i),Số cổ phiếu phổ thông bình quân gia quyền để tính lãi trên cổ phiếu suy giảm (i),76.256.724,49.499.988,76256724.0,49499988.0
