row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2016,01/01/2016,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2016,numeric__01/01/2016
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,1.361.646.469.010,1.071.561.008.455,100.0,,1361646469010.0,1071561008455.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,5.1,406.676.809.154,470.061.718.120,110.0,51.0,406676809154.0,470061718120.0
1. Tiền,1. Tiền,1. Tiền,111,,121.149.572.757,242.393.182.850,111.0,,121149572757.0,242393182850.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,285.527.236.397,227.668.535.270,112.0,,285527236397.0,227668535270.0
II. Các khoản phải thu ngắn hạn,II. Các khoản phải thu ngắn hạn,II. Các khoản phải thu ngắn hạn,130,,455.567.565.640,363.509.670.487,130.0,,455567565640.0,363509670487.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,5.2,221.225.458.631,103.363.445.699,131.0,52.0,221225458631.0,103363445699.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,5.3,184.015.378.614,169.259.565.534,132.0,53.0,184015378614.0,169259565534.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,5.4,51.025.438.748,91.048.764.635,136.0,54.0,51025438748.0,91048764635.0
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,,(698.710.353),(162.105.381),137.0,,-698710353.0,-162105381.0
III. Hàng tồn kho,III. Hàng tồn kho,III. Hàng tồn kho,140,5.5,450.591.281.857,214.186.555.570,140.0,55.0,450591281857.0,214186555570.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,450.591.281.857,214.186.555.570,141.0,,450591281857.0,214186555570.0
IV. Tài sản ngắn hạn khác,IV. Tài sản ngắn hạn khác,IV. Tài sản ngắn hạn khác,150,,48.810.812.359,23.803.064.278,150.0,,48810812359.0,23803064278.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,,21.275.206.737,14.690.447.772,151.0,,21275206737.0,14690447772.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,27.535.605.622,9.112.616.506,152.0,,27535605622.0,9112616506.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,1.715.969.509.727,883.203.669.585,200.0,,1715969509727.0,883203669585.0
I. Tài sản cố định,I. Tài sản cố định,I. Tài sản cố định,220,,1.434.278.060.008,636.532.208.633,220.0,,1434278060008.0,636532208633.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,5.7,1.338.477.950.662,595.375.421.956,221.0,57.0,1338477950662.0,595375421956.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,1.703.369.654.599,901.299.077.489,222.0,,1703369654599.0,901299077489.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,223,,(364.891.703.937),(305.923.655.533),223.0,,-364891703937.0,-305923655533.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,5.8,95.800.109.346,41.156.786.677,227.0,58.0,95800109346.0,41156786677.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,100.838.674.433,45.206.131.504,228.0,,100838674433.0,45206131504.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,229,,(5.038.565.087),(4.049.344.827),229.0,,-5038565087.0,-4049344827.0
II. Tài sản dở dang dài hạn,II. Tài sản dở dang dài hạn,II. Tài sản dở dang dài hạn,240,,214.999.542.284,191.159.377.412,240.0,,214999542284.0,191159377412.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,5.9,214.999.542.284,191.159.377.412,242.0,59.0,214999542284.0,191159377412.0
III. Đầu tư tài chính dài hạn,III. Đầu tư tài chính dài hạn,III. Đầu tư tài chính dài hạn,250,,44.338.667.000,42.587.327.201,250.0,,44338667000.0,42587327201.0
