row_label_raw,row_label_full,col_0,Hoạt động huy động và tin dụng,Hoạt động kinh doanh tiền tệ và đầu tư chứng khoán,Hoạt động khác,Tổng cộng toàn ngân hàng,numeric__Hoạt động huy động và tin dụng,numeric__Hoạt động kinh doanh tiền tệ và đầu tư chứng khoán,numeric__Hoạt động khác,numeric__Tổng cộng toàn ngân hàng
Thu nhập,Thu nhập,Thu nhập,3.663.085,2.647.184,116.629,6.426.898,3663085.0,2647184.0,116629.0,6426898.0
Chi phí,Chi phí,Chi phí,3.383.590,1.797.434,63.926,5.244.949,3383590.0,1797434.0,63926.0,5244949.0
Thu nhập thuần,Thu nhập thuần,Thu nhập thuần,279.495,849.750,52.703,1.181.949,279495.0,849750.0,52703.0,1181949.0
Tài sản bộ phận,Tài sản bộ phận,Tài sản bộ phận,41.196.504,16.229.865,-,57.426.369,41196504.0,16229865.0,,57426369.0
Tài sản không phân bổ,Tài sản không phân bổ,Tài sản không phân bổ,,,,14.480.764,,,,14480764.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,,,,71.907.133,,,,71907133.0
Nợ phải trả bộ phận,Nợ phải trả bộ phận,Nợ phải trả bộ phận,67.130.996,38.895,-,67.169.890,67130996.0,38895.0,,67169890.0
Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,,,,1.521.443,,,,1521443.0
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,,,,68.691.333,,,,68691333.0
