row_label_raw,row_label_full,col_0,Giá trị đến31/12/2017,Giá trị đến01/01/2017,numeric__Giá trị đến31/12/2017,numeric__Giá trị đến01/01/2017
Loại tài sản đảm bảo,Loại tài sản đảm bảo,Loại tài sản đảm bảo,,,,
"Số dư tiền gửi, Số Tiết kiệm bằng VND tại TCTD","Loại tài sản đảm bảo > Số dư tiền gửi, Số Tiết kiệm bằng VND tại TCTD","Số dư tiền gửi, Số Tiết kiệm bằng VND tại TCTD",664.651,321.661,664651.0,321661.0
"Số dư tiền gửi, kỳ phiếu, chứng chỉ tiến gối bằng VND tại NCB","Loại tài sản đảm bảo > Số dư tiền gửi, kỳ phiếu, chứng chỉ tiến gối bằng VND tại NCB","Số dư tiền gửi, kỳ phiếu, chứng chỉ tiến gối bằng VND tại NCB",4.288.318,2.572.004,4288318.0,2572004.0
Số dư tiền gửi ngoại tệ tại NCB,Loại tài sản đảm bảo > Số dư tiền gửi ngoại tệ tại NCB,Số dư tiền gửi ngoại tệ tại NCB,988.415,40.651,988415.0,40651.0
Loại khác,Loại tài sản đảm bảo > Loại khác,Loại khác,32.460.647,23.720.775,32460647.0,23720775.0
Tổng,Loại tài sản đảm bảo > Tổng,Tổng,112.248.045,85.004.800,112248045.0,85004800.0
