row_label_raw,row_label_full,Năm nay > Số dư đầu năm > Dự phòng rủi ro trích lập / (hoản nhập) trong năm > Sử dụng dự phòng rủi ro tin dụng trong năm > Số dư cuối năm > Năm trước > Số dư đầu năm > Dự phòng rủi ro trích lập / (hoản nhập) trong năm > Sử dụng dự phòng rủi ro tin dụng trong năm > Số dư cuối năm > Chi tiết số dư dự phòng cuối năm,Dự phòng chung > 197.829 > 30.367 > - > 228.196 > Dự phòng chung > 160.493 > 39.141 > (1.806) > 197.828 > 31/12/2017,Dự phòng cụ thể > 92.482 > 43.677 > (5.108) > 131.051 > Dự phòng cụ thể > 48.917 > 43.565 > - > 92.482 > 01/01/2017,numeric__Dự phòng chung > 197.829 > 30.367 > - > 228.196 > Dự phòng chung > 160.493 > 39.141 > (1.806) > 197.828 > 31/12/2017,numeric__Dự phòng cụ thể > 92.482 > 43.677 > (5.108) > 131.051 > Dự phòng cụ thể > 48.917 > 43.565 > - > 92.482 > 01/01/2017
Dự phòng chung tin dụng khác đối với các TCTD trong nước,Dự phòng chung tin dụng khác đối với các TCTD trong nước,Dự phòng chung tin dụng khác đối với các TCTD trong nước,-,-,,
Dự phòng rủi ro cho vay khách hàng,Dự phòng chung tin dụng khác đối với các TCTD trong nước > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,359.247,290.310,359247.0,290310.0
+ Dự phòng chung,Dự phòng chung tin dụng khác đối với các TCTD trong nước > + Dự phòng chung,+ Dự phòng chung,228.196,197.828,228196.0,197828.0
+ Dự phòng cụ thể,Dự phòng chung tin dụng khác đối với các TCTD trong nước > + Dự phòng cụ thể,+ Dự phòng cụ thể,131.051,92.482,131051.0,92482.0
Cộng,Dự phòng chung tin dụng khác đối với các TCTD trong nước > Cộng,Cộng,359.247,290.310,359247.0,290310.0
