row_label_raw,row_label_full,CHỈ TIỀU,Thuyết minh,31/12/2017,01/01/2017,numeric__Thuyết minh,numeric__31/12/2017,numeric__01/01/2017
VIII. Vốn chủ sở hữu,VIII. Vốn chủ sở hữu,VIII. Vốn chủ sở hữu,V.16,3.215.800,3.226.162,,3215800.0,3226162.0
1. Vốn của TCTD,1. Vốn của TCTD,1. Vốn của TCTD,,2.980.572,2.980.572,,2980572.0,2980572.0
a. Vốn điều lệ,a. Vốn điều lệ,a. Vốn điều lệ,,3.010.216,3.010.216,,3010216.0,3010216.0
b. Vốn đầu tư XDCB,b. Vốn đầu tư XDCB,b. Vốn đầu tư XDCB,,-,-,,,
c. Thăng dư vốn cổ phần,c. Thăng dư vốn cổ phần,c. Thăng dư vốn cổ phần,,-,-,,,
d. Cổ phiếu quỹ,c. Thăng dư vốn cổ phần > d. Cổ phiếu quỹ,d. Cổ phiếu quỹ,,(29.644),(29.644),,-29644.0,-29644.0
2. Quỹ của TCTD,c. Thăng dư vốn cổ phần > 2. Quỹ của TCTD,2. Quỹ của TCTD,,157.516,155.944,,157516.0,155944.0
3. Chênh lệch tỷ giá hối đoái,3. Chênh lệch tỷ giá hối đoái,3. Chênh lệch tỷ giá hối đoái,,-,-,,,
4. Chênh lệch đánh giá lại tài sản,4. Chênh lệch đánh giá lại tài sản,4. Chênh lệch đánh giá lại tài sản,,-,-,,,
5. Lợi nhuận chưa phân phối/Lỗ lũy kế,4. Chênh lệch đánh giá lại tài sản > 5. Lợi nhuận chưa phân phối/Lỗ lũy kế,5. Lợi nhuận chưa phân phối/Lỗ lũy kế,,77.712,89.646,,77712.0,89646.0
Lợi nhuận / (lỗ) năm nay,4. Chênh lệch đánh giá lại tài sản > Lợi nhuận / (lỗ) năm nay,Lợi nhuận / (lỗ) năm nay,,21.615,10.935,,21615.0,10935.0
Lợi nhuận / (lỗ) năm trước,4. Chênh lệch đánh giá lại tài sản > Lợi nhuận / (lỗ) năm trước,Lợi nhuận / (lỗ) năm trước,,56.097,78.711,,56097.0,78711.0
TỔNG NỘ PHẢI TRẢ VÀ VÒN CHỦ SỞ HỮU,4. Chênh lệch đánh giá lại tài sản > TỔNG NỘ PHẢI TRẢ VÀ VÒN CHỦ SỞ HỮU,TỔNG NỘ PHẢI TRẢ VÀ VÒN CHỦ SỞ HỮU,,71.907.133,69.048.305,,71907133.0,69048305.0
