row_label_raw,row_label_full,col_0,Năm 2017,Năm 2016,numeric__Năm 2017,numeric__Năm 2016
"1. Chi nộp thuế và các khoản phí, lệ phí","1. Chi nộp thuế và các khoản phí, lệ phí","1. Chi nộp thuế và các khoản phí, lệ phí",2.273,10.329,2273.0,10329.0
2. Chi phí cho nhân viên,2. Chi phí cho nhân viên,2. Chi phí cho nhân viên,417.610,385.298,417610.0,385298.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chi lương và phụ cấp,Trong đó: > Chi lương và phụ cấp,Chi lương và phụ cấp,357.008,335.418,357008.0,335418.0
Các khoản chi đóng góp theo lương,Trong đó: > Các khoản chi đóng góp theo lương,Các khoản chi đóng góp theo lương,31.545,29.885,31545.0,29885.0
Chi trợ cấp,Trong đó: > Chi trợ cấp,Chi trợ cấp,3.836,1.343,3836.0,1343.0
3. Chi về tài sản,Trong đó: > 3. Chi về tài sản,3. Chi về tài sản,235.383,174.325,235383.0,174325.0
Trong đó: Khầu hao tài sản cố định,Trong đó: > Trong đó: Khầu hao tài sản cố định,Trong đó: Khầu hao tài sản cố định,36.608,24.473,36608.0,24473.0
4. Chi cho hoạt động quản lý công vụ,Trong đó: > 4. Chi cho hoạt động quản lý công vụ,4. Chi cho hoạt động quản lý công vụ,270.662,228.348,270662.0,228348.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Công tác phí,Trong đó: > Công tác phí,Công tác phí,8.622,8.770,8622.0,8770.0
Chi về các hoạt động đoàn thể của TCTD,Trong đó: > Chi về các hoạt động đoàn thể của TCTD,Chi về các hoạt động đoàn thể của TCTD,1.118,67,1118.0,67.0
"5. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Trong đó: > 5. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","5. Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",53.081,42.729,53081.0,42729.0
6. Chi phí dự phòng (không tính chỉ phí dự phòng rủi ro tín dụng nội và ngoại bảng; chỉ phí dự phòng giảm giá chứng khoản),6. Chi phí dự phòng (không tính chỉ phí dự phòng rủi ro tín dụng nội và ngoại bảng; chỉ phí dự phòng giảm giá chứng khoản),6. Chi phí dự phòng (không tính chỉ phí dự phòng rủi ro tín dụng nội và ngoại bảng; chỉ phí dự phòng giảm giá chứng khoản),-,-,,
Tổng cộng,6. Chi phí dự phòng (không tính chỉ phí dự phòng rủi ro tín dụng nội và ngoại bảng; chỉ phí dự phòng giảm giá chứng khoản) > Tổng cộng,Tổng cộng,979.009,841.029,979009.0,841029.0
