row_label_raw,row_label_full,10. Tài sản có khác,10. Tài sản có khác_1,10. Tài sản có khác_2,numeric__10. Tài sản có khác_1,numeric__10. Tài sản có khác_2
,,,31/12/2017,01/01/2017,,
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,5.581,222.846,5581.0,222846.0
2. Các khoản phải thu,2. Các khoản phải thu,2. Các khoản phải thu,4.428.970,2.818.548,4428970.0,2818548.0
"3. Các khoản lãi, phí phải thu","3. Các khoản lãi, phí phải thu","3. Các khoản lãi, phí phải thu",2.729.401,3.092.179,2729401.0,3092179.0
4. Tài sản có khác,4. Tài sản có khác,4. Tài sản có khác,3.012.488,3.219.711,3012488.0,3219711.0
5. Các khoản dự phòng rủi ro cho các tài sản có nội bảng khác,5. Các khoản dự phòng rủi ro cho các tài sản có nội bảng khác,5. Các khoản dự phòng rủi ro cho các tài sản có nội bảng khác,(35.859),(28.859),-35859.0,-28859.0
Tổng cộng,Tổng cộng,Tổng cộng,10.140.581,9.324.425,10140581.0,9324425.0
10.1 Chỉ phí xây dựng cơ bản dở dang,10.1 Chỉ phí xây dựng cơ bản dở dang,10.1 Chỉ phí xây dựng cơ bản dở dang,31/12/2017,01/01/2017,,
- Tòa nhà NCB Kiên Giang,10.1 Chỉ phí xây dựng cơ bản dở dang > - Tòa nhà NCB Kiên Giang,- Tòa nhà NCB Kiên Giang,1.839,1.839,1839.0,1839.0
"- Nhà số 3 - 5 Sương Nguyệt Ánh P7, Q3, TPHCM","10.1 Chỉ phí xây dựng cơ bản dở dang > - Nhà số 3 - 5 Sương Nguyệt Ánh P7, Q3, TPHCM","- Nhà số 3 - 5 Sương Nguyệt Ánh P7, Q3, TPHCM",-,19.738,,19738.0
"- Nhà số 699, KP 01, Phường Thảo Điền, Q 2, HCM","10.1 Chỉ phí xây dựng cơ bản dở dang > - Nhà số 699, KP 01, Phường Thảo Điền, Q 2, HCM","- Nhà số 699, KP 01, Phường Thảo Điền, Q 2, HCM",-,115.835,,115835.0
- Mua đất từ Công ty Kinh Bắc,10.1 Chỉ phí xây dựng cơ bản dở dang > - Mua đất từ Công ty Kinh Bắc,- Mua đất từ Công ty Kinh Bắc,-,72.732,,72732.0
- Mua đất tại Hải Phòng,10.1 Chỉ phí xây dựng cơ bản dở dang > - Mua đất tại Hải Phòng,- Mua đất tại Hải Phòng,-,11,,11.0
- Mua sắm TSCĐ khác,10.1 Chỉ phí xây dựng cơ bản dở dang > - Mua sắm TSCĐ khác,- Mua sắm TSCĐ khác,3.742,12.691,3742.0,12691.0
Cộng,10.1 Chỉ phí xây dựng cơ bản dở dang > Cộng,Cộng,5.581,222.846,5581.0,222846.0
10.2 Các khoản phải thu,10.2 Các khoản phải thu,10.2 Các khoản phải thu,31/12/2017,01/01/2017,,
- Các khoản phải thu nội bộ,10.2 Các khoản phải thu > - Các khoản phải thu nội bộ,- Các khoản phải thu nội bộ,52.182,109.323,52182.0,109323.0
- Các khoản phải thu bên ngoài,10.2 Các khoản phải thu > - Các khoản phải thu bên ngoài,- Các khoản phải thu bên ngoài,4.376.788,2.709.225,4376788.0,2709225.0
Cty TNHH TM-DV Nông Sản Bắc Hà,10.2 Các khoản phải thu > Cty TNHH TM-DV Nông Sản Bắc Hà,Cty TNHH TM-DV Nông Sản Bắc Hà,200.000,200.000,200000.0,200000.0
Công ty CP dịch vụ Mua bán nợ Quốc tế,10.2 Các khoản phải thu > Công ty CP dịch vụ Mua bán nợ Quốc tế,Công ty CP dịch vụ Mua bán nợ Quốc tế,1.046.157,-,1046157.0,
Công ty TNHH MTV Quản lý nợ và khai thác TS AB Bank,10.2 Các khoản phải thu > Công ty TNHH MTV Quản lý nợ và khai thác TS AB Bank,Công ty TNHH MTV Quản lý nợ và khai thác TS AB Bank,-,184.431,,184431.0
Công ty CP Mua bán nợ Việt Nam Thịnh Vượng,10.2 Các khoản phải thu > Công ty CP Mua bán nợ Việt Nam Thịnh Vượng,Công ty CP Mua bán nợ Việt Nam Thịnh Vượng,526.534,576.586,526534.0,576586.0
Công ty CP Mua bán nợ Miền Bắc,10.2 Các khoản phải thu > Công ty CP Mua bán nợ Miền Bắc,Công ty CP Mua bán nợ Miền Bắc,818.813,-,818813.0,
