row_label_raw,row_label_full,Khoản mục,"Nhà cửa, vật kiến trúc",Máy móc thiết bị,Phương tiện vận tải truyền dẫn,Thiết bị dụng cụ quản lý,Tài sản cố định khác,Tổng cộng,"numeric__Nhà cửa, vật kiến trúc",numeric__Máy móc thiết bị,numeric__Phương tiện vận tải truyền dẫn,numeric__Thiết bị dụng cụ quản lý,numeric__Tài sản cố định khác,numeric__Tổng cộng
Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,,,,,,
Số dư đầu năm,Nguyên giá TSCĐ hữu hình > Số dư đầu năm,Số dư đầu năm,154.145,80.017,49.163,53.922,2.123,339.370,154145.0,80017.0,49163.0,53922.0,2123.0,339370.0
- Mua trong năm,Nguyên giá TSCĐ hữu hình > - Mua trong năm,- Mua trong năm,-,27.904,8.259,16.082,-,52.245,,27904.0,8259.0,16082.0,,52245.0
- Đầu tư XDCB hoàn thành,Nguyên giá TSCĐ hữu hình > - Đầu tư XDCB hoàn thành,- Đầu tư XDCB hoàn thành,557,-,-,989,-,1.546,557.0,,,989.0,,1546.0
"- Thanh lý, nhượng bán","Nguyên giá TSCĐ hữu hình > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",-,(320),(2.273),(1.752),-,(4.345),,-320.0,-2273.0,-1752.0,,-4345.0
- Điều chuyển nội bộ,Nguyên giá TSCĐ hữu hình > - Điều chuyển nội bộ,- Điều chuyển nội bộ,-,(180),-,180,-,-,,-180.0,,180.0,,
Số dư cuối năm,Nguyên giá TSCĐ hữu hình > Số dư cuối năm,Số dư cuối năm,154.702,107.421,55.149,69.421,2.123,388.816,154702.0,107421.0,55149.0,69421.0,2123.0,388816.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,12.073,29.392,29.615,29.623,1.056,101.759,12073.0,29392.0,29615.0,29623.0,1056.0,101759.0
- Khấu hao trong năm,Giá trị hao mòn lũy kế > - Khấu hao trong năm,- Khấu hao trong năm,2.958,8.253,4.527,7.368,177,23.283,2958.0,8253.0,4527.0,7368.0,177.0,23283.0
"- Thanh lý, nhượng bán","Giá trị hao mòn lũy kế > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",-,(200),(2.190),(1.609),-,(3.999),,-200.0,-2190.0,-1609.0,,-3999.0
- Điều chuyển nội bộ,Giá trị hao mòn lũy kế > - Điều chuyển nội bộ,- Điều chuyển nội bộ,-,(105),-,105,-,-,,-105.0,,105.0,,
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,15.031,37.340,31.952,35.487,1.233,121.043,15031.0,37340.0,31952.0,35487.0,1233.0,121043.0
Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,,,,,,
Số dư đầu năm,Giá trị còn lại của TSCĐ hữu hình > Số dư đầu năm,Số dư đầu năm,142.072,50.625,19.548,24.299,1.068,237.611,142072.0,50625.0,19548.0,24299.0,1068.0,237611.0
Số dư cuối năm,Giá trị còn lại của TSCĐ hữu hình > Số dư cuối năm,Số dư cuối năm,139.671,70.081,23.197,33.934,890,267.773,139671.0,70081.0,23197.0,33934.0,890.0,267773.0
- Các thông tin khác về tài sản cố định hữu hình:,- Các thông tin khác về tài sản cố định hữu hình:,- Các thông tin khác về tài sản cố định hữu hình:,- Các thông tin khác về tài sản cố định hữu hình:,- Các thông tin khác về tài sản cố định hữu hình:,31/12/2017,01/01/2017,,,,,,,,
* Cam kết mua TSCĐ có giá trị lớn trong tương lai,- Các thông tin khác về tài sản cố định hữu hình: > * Cam kết mua TSCĐ có giá trị lớn trong tương lai,* Cam kết mua TSCĐ có giá trị lớn trong tương lai,* Cam kết mua TSCĐ có giá trị lớn trong tương lai,* Cam kết mua TSCĐ có giá trị lớn trong tương lai,5.581,222.846,,,,,5581.0,222846.0,,
* Nguyễn giá tài sản cố định đã khấu hao hết nhưng vẫn còn sử dụng,- Các thông tin khác về tài sản cố định hữu hình: > * Nguyễn giá tài sản cố định đã khấu hao hết nhưng vẫn còn sử dụng,* Nguyễn giá tài sản cố định đã khấu hao hết nhưng vẫn còn sử dụng,* Nguyễn giá tài sản cố định đã khấu hao hết nhưng vẫn còn sử dụng,* Nguyễn giá tài sản cố định đã khấu hao hết nhưng vẫn còn sử dụng,37.939,13.041,,,,,37939.0,13041.0,,
