row_label_raw,row_label_full,Chỉ tiêu,Số dư đầu kỳ,Phát sinh trong kỳ > Số phải nộp,Phát sinh trong kỳ > Số đã nộp,Số dư cuối kỳ,numeric__Số dư đầu kỳ,numeric__Phát sinh trong kỳ > Số phải nộp,numeric__Phát sinh trong kỳ > Số đã nộp,numeric__Số dư cuối kỳ
1. Thuế GTGT,1. Thuế GTGT,1. Thuế GTGT,231,28.147,25.483,2.895,231.0,28147.0,25483.0,2895.0
2. Thuế TNDN,2. Thuế TNDN,2. Thuế TNDN,(28.180),19.111,-,(9.068),-28180.0,19111.0,,-9068.0
3. Các loại thuế khác,3. Các loại thuế khác,3. Các loại thuế khác,450,42.313,42.415,348,450.0,42313.0,42415.0,348.0
Tổng cộng,Tổng cộng,Tổng cộng,(27.499),89.572,67.899,(5.825),-27499.0,89572.0,67899.0,-5825.0
