row_label_raw,row_label_full,Chỉ tiêu,31/12/2017,01/01/2017,numeric__31/12/2017,numeric__01/01/2017
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,1.640,1.640,1640.0,1640.0
Cam kết giao dịch ngoại hồi,Cam kết giao dịch ngoại hồi,Cam kết giao dịch ngoại hồi,7.871.175,8.766.598,7871175.0,8766598.0
Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,Cam kết mua ngoại tệ,-,422.419,,422419.0
Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,Cam kết bán ngoại tệ,-,355.859,,355859.0
Cam kết giao dịch hoán đối,Cam kết giao dịch hoán đối,Cam kết giao dịch hoán đối,7.871.175,7.988.320,7871175.0,7988320.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,160.495,303.816,160495.0,303816.0
Cam kết thanh toán trong nghiệp vụ L/C,Cam kết thanh toán trong nghiệp vụ L/C,Cam kết thanh toán trong nghiệp vụ L/C,160.495,303.816,160495.0,303816.0
Các bảo lãnh khác,Các bảo lãnh khác,Các bảo lãnh khác,3.403.495,3.453.605,3403495.0,3453605.0
Bảo lãnh thanh toàn,Bảo lãnh thanh toàn,Bảo lãnh thanh toàn,800.942,739.714,800942.0,739714.0
Bảo lãnh thực hiện hợp đồng,Bảo lãnh thực hiện hợp đồng,Bảo lãnh thực hiện hợp đồng,756.977,843.856,756977.0,843856.0
Bảo lãnh dự thầu,Bảo lãnh dự thầu,Bảo lãnh dự thầu,274.022,218.932,274022.0,218932.0
Cam kết bảo lãnh khác,Cam kết bảo lãnh khác,Cam kết bảo lãnh khác,1.571.554,1.651.103,1571554.0,1651103.0
Các cam kết khác,Các cam kết khác,Các cam kết khác,211.000,75.278,211000.0,75278.0
Tổng cộng,Tổng cộng,Tổng cộng,11.647.806,12.600.936,11647806.0,12600936.0
