row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,24.519.483.098,338.877.784.705,24519483098.0,338877784705.0
Thuế TNDN theo thuế suất áp dụng cho các công ty trong Nhóm Công ty,Thuế TNDN theo thuế suất áp dụng cho các công ty trong Nhóm Công ty,Thuế TNDN theo thuế suất áp dụng cho các công ty trong Nhóm Công ty,(22.687.815),51.871.723.983,-22687815.0,51871723983.0
Các điều chỉnh tăng (giảm):,Các điều chỉnh tăng (giảm):,Các điều chỉnh tăng (giảm):,Các điều chỉnh tăng (giảm):,Các điều chỉnh tăng (giảm):,,
Chi phí không được trừ,Các điều chỉnh tăng (giảm): > Chi phí không được trừ,Chi phí không được trừ,4.563.230.767,4.092.089.777,4563230767.0,4092089777.0
Điều chỉnh thuế TNDN theo Nghị định số 132/2020/NĐ-CP (*),Các điều chỉnh tăng (giảm): > Điều chỉnh thuế TNDN theo Nghị định số 132/2020/NĐ-CP (*),Điều chỉnh thuế TNDN theo Nghị định số 132/2020/NĐ-CP (*),12.142.559.473,2.712.744.717,12142559473.0,2712744717.0
Bù trừ thu nhập chịu thuế giữa các hoạt động sản xuất kinh doanh,Các điều chỉnh tăng (giảm): > Bù trừ thu nhập chịu thuế giữa các hoạt động sản xuất kinh doanh,Bù trừ thu nhập chịu thuế giữa các hoạt động sản xuất kinh doanh,(4.038.201.980),-,-4038201980.0,
Thuế TNDN hoãn lại chưa ghi nhận cho phần lỗ thuế của các công ty con và các chi nhánh hạch toán độc lập,Các điều chỉnh tăng (giảm): > Thuế TNDN hoãn lại chưa ghi nhận cho phần lỗ thuế của các công ty con và các chi nhánh hạch toán độc lập,Thuế TNDN hoãn lại chưa ghi nhận cho phần lỗ thuế của các công ty con và các chi nhánh hạch toán độc lập,2.800.085.158,4.476.272.208,2800085158.0,4476272208.0
Ảnh hưởng của việc chia lợi nhuận từ công ty liên kết,Các điều chỉnh tăng (giảm): > Ảnh hưởng của việc chia lợi nhuận từ công ty liên kết,Ảnh hưởng của việc chia lợi nhuận từ công ty liên kết,-,124.697.351,,124697351.0
Phân bổ lợi thế thương mại,Các điều chỉnh tăng (giảm): > Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,56.841.908,56.841.908,56841908.0,56841908.0
Điều chỉnh thuế TNDN trích thiếu trong những nằm trước,Các điều chỉnh tăng (giảm): > Điều chỉnh thuế TNDN trích thiếu trong những nằm trước,Điều chỉnh thuế TNDN trích thiếu trong những nằm trước,2.497.811.936,-,2497811936.0,
Lỗ năm trước chuyển sang,Các điều chỉnh tăng (giảm): > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(2.407.414.961),-,-2407414961.0,
Thu nhập được miễn thuế,Các điều chỉnh tăng (giảm): > Thu nhập được miễn thuế,Thu nhập được miễn thuế,(21.398.091.116),(12.235.323.687),-21398091116.0,-12235323687.0
(Thu nhập) chi phí thuế TNDN,Các điều chỉnh tăng (giảm): > (Thu nhập) chi phí thuế TNDN,(Thu nhập) chi phí thuế TNDN,(5.805.866.630),51.099.046.257,-5805866630.0,51099046257.0
