row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGẮN HẠN,,3.148.011.679.041,2.662.699.738.155,,,3148011679041.0,2662699738155.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,95.165.075.409,151.374.475.776,,5.0,95165075409.0,151374475776.0
111,111,111,1. Tiền,,92.615.075.409,108.574.475.776,,,92615075409.0,108574475776.0
112,112,112,2. Các khoản tương đương tiền,,2.550.000.000,42.800.000.000,,,2550000000.0,42800000000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,,326.525.000.000,100.000.000.000,,,326525000000.0,100000000000.0
123,123,123,1. Đầu tư nắm giữ đến ngày đáo hạn,6,326.525.000.000,100.000.000.000,,6.0,326525000000.0,100000000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,1.105.065.760.580,1.502.476.580.095,,,1105065760580.0,1502476580095.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,7,890.459.855.304,1.313.962.230.556,,7.0,890459855304.0,1313962230556.0
132,132,132,2. Trả trước cho người bán ngắn hạn,8,149.730.153.663,142.136.494.506,,8.0,149730153663.0,142136494506.0
135,135,135,3. Phải thu về cho vay ngắn hạn,9,66.104.050.466,1.887.924.989,,9.0,66104050466.0,1887924989.0
136,136,136,4. Phải thu ngắn hạn khác,,,48.705.582.700,,,,48705582700.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,"9, 10",(4.266.008.550),(4.303.303.908),,,-4266008550.0,-4303303908.0
139,139,139,6. Tài sản thiếu chờ xử lý,,3.037.709.697,87.651.252,,,3037709697.0,87651252.0
140,140,140,IV. Hàng tồn kho,11,1.592.961.230.786,881.821.214.156,,11.0,1592961230786.0,881821214156.0
141,141,141,1. Hàng tồn kho,,1.592.961.230.786,881.821.214.156,,,1592961230786.0,881821214156.0
150,150,150,V. Tài sản ngắn hạn khác,,28.294.612.266,27.027.468.128,,,28294612266.0,27027468128.0
151,151,151,1. Chi phí trả trước ngắn hạn,18,23.690.333.542,23.225.601.617,,18.0,23690333542.0,23225601617.0
152,152,152,2. Thuế giá trị gia tăng được khấu trừ,23,3.971.475.355,3.742.602.246,,23.0,3971475355.0,3742602246.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,23,632.803.369,59.264.265,,23.0,632803369.0,59264265.0
