row_label_raw,row_label_full,Mã số > 01 > 02 > 03 > 04 > 05 > 06,CHỈ TIÊU > I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANHTổng lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:Khấu hao và hao mòn (bao gồm phân bổ lợi thể thương mại)Hoàn nhập dự phòngLỗ (lãi) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoạiLãi từ hoạt động đầu tưChi phí lãi vay,"Thuyết minh > 12, 13, 14, 1928",Năm nay > 24.519.483.098104.628.545.565(37.295.358)3.211.194.374(45.194.565.460)151.475.469.147,Năm trước > 338.877.784.70558.810.149.507(3.611.529.425)(232.284.234)(4.862.686.816)37.828.465.226,numeric__CHỈ TIÊU > I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANHTổng lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:Khấu hao và hao mòn (bao gồm phân bổ lợi thể thương mại)Hoàn nhập dự phòngLỗ (lãi) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoạiLãi từ hoạt động đầu tưChi phí lãi vay,"numeric__Thuyết minh > 12, 13, 14, 1928",numeric__Năm nay > 24.519.483.098104.628.545.565(37.295.358)3.211.194.374(45.194.565.460)151.475.469.147,numeric__Năm trước > 338.877.784.70558.810.149.507(3.611.529.425)(232.284.234)(4.862.686.816)37.828.465.226
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thu(Tăng) giảm hàng tồn khoTăng (giảm) các khoản phải trảTăng chi phí trả trướcGiảm chứng khoán kinh doanhTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộp,23,238.602.831.366342.296.830.391(711.140.016.630)125.989.479.314(224.416.458.189)-(133.084.739.633)(57.951.899.292),426.809.898.9631.416.907.838.994205.896.943.959(2.042.008.441.750)(303.400.117.364)65.097.500.000(27.870.178.823)(17.978.509.653),,23.0,,
09,09,09,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thu(Tăng) giảm hàng tồn khoTăng (giảm) các khoản phải trảTăng chi phí trả trướcGiảm chứng khoán kinh doanhTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộp,23,238.602.831.366342.296.830.391(711.140.016.630)125.989.479.314(224.416.458.189)-(133.084.739.633)(57.951.899.292),426.809.898.9631.416.907.838.994205.896.943.959(2.042.008.441.750)(303.400.117.364)65.097.500.000(27.870.178.823)(17.978.509.653),,23.0,,
10,10,10,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thu(Tăng) giảm hàng tồn khoTăng (giảm) các khoản phải trảTăng chi phí trả trướcGiảm chứng khoán kinh doanhTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộp,23,238.602.831.366342.296.830.391(711.140.016.630)125.989.479.314(224.416.458.189)-(133.084.739.633)(57.951.899.292),426.809.898.9631.416.907.838.994205.896.943.959(2.042.008.441.750)(303.400.117.364)65.097.500.000(27.870.178.823)(17.978.509.653),,23.0,,
11,11,11,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thu(Tăng) giảm hàng tồn khoTăng (giảm) các khoản phải trảTăng chi phí trả trướcGiảm chứng khoán kinh doanhTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộp,23,238.602.831.366342.296.830.391(711.140.016.630)125.989.479.314(224.416.458.189)-(133.084.739.633)(57.951.899.292),426.809.898.9631.416.907.838.994205.896.943.959(2.042.008.441.750)(303.400.117.364)65.097.500.000(27.870.178.823)(17.978.509.653),,23.0,,
12,12,12,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thu(Tăng) giảm hàng tồn khoTăng (giảm) các khoản phải trảTăng chi phí trả trướcGiảm chứng khoán kinh doanhTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộp,23,238.602.831.366342.296.830.391(711.140.016.630)125.989.479.314(224.416.458.189)-(133.084.739.633)(57.951.899.292),426.809.898.9631.416.907.838.994205.896.943.959(2.042.008.441.750)(303.400.117.364)65.097.500.000(27.870.178.823)(17.978.509.653),,23.0,,
13,13,13,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thu(Tăng) giảm hàng tồn khoTăng (giảm) các khoản phải trảTăng chi phí trả trướcGiảm chứng khoán kinh doanhTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộp,23,238.602.831.366342.296.830.391(711.140.016.630)125.989.479.314(224.416.458.189)-(133.084.739.633)(57.951.899.292),426.809.898.9631.416.907.838.994205.896.943.959(2.042.008.441.750)(303.400.117.364)65.097.500.000(27.870.178.823)(17.978.509.653),,23.0,,
14,14,14,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thu(Tăng) giảm hàng tồn khoTăng (giảm) các khoản phải trảTăng chi phí trả trướcGiảm chứng khoán kinh doanhTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộp,23,238.602.831.366342.296.830.391(711.140.016.630)125.989.479.314(224.416.458.189)-(133.084.739.633)(57.951.899.292),426.809.898.9631.416.907.838.994205.896.943.959(2.042.008.441.750)(303.400.117.364)65.097.500.000(27.870.178.823)(17.978.509.653),,23.0,,
15,15,15,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu độngGiảm các khoản phải thu(Tăng) giảm hàng tồn khoTăng (giảm) các khoản phải trảTăng chi phí trả trướcGiảm chứng khoán kinh doanhTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộp,23,238.602.831.366342.296.830.391(711.140.016.630)125.989.479.314(224.416.458.189)-(133.084.739.633)(57.951.899.292),426.809.898.9631.416.907.838.994205.896.943.959(2.042.008.441.750)(303.400.117.364)65.097.500.000(27.870.178.823)(17.978.509.653),,23.0,,
20,20,20,"Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanhII. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỰTiền chỉ để mua sắm và xây dựng tài sản cố địnhTiền thu từ thanh lý bất động sản đầu tưChi tiền gửi ngân hàng có kỳ hạn và cho vayTiền thu hồi từ tiền gửi có kỳ hạn và cho vayTiền thu hồi từ đầu tư góp vốn vào đơn vị khácLãi tiền gửi, lãi cho vay và cổ tức được chia",(419.703.972.673),(276.545.065.674),,,-419703972673.0,-276545065674.0,
21,21,21,"Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanhII. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỰTiền chỉ để mua sắm và xây dựng tài sản cố địnhTiền thu từ thanh lý bất động sản đầu tưChi tiền gửi ngân hàng có kỳ hạn và cho vayTiền thu hồi từ tiền gửi có kỳ hạn và cho vayTiền thu hồi từ đầu tư góp vốn vào đơn vị khácLãi tiền gửi, lãi cho vay và cổ tức được chia",(419.703.972.673),(276.545.065.674),,,-419703972673.0,-276545065674.0,
