row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Siba Tech,Siba Tech,Siba Tech,Xây dựng trại,551.312.592.140,197.041.538.281,,551312592140.0,197041538281.0
Siba Food,Siba Food,Siba Food,Bán hàngMua hàng,183.563.188.9889.922.387.409,377.294.624.4862.106.818.533,,1.8356318898899224e+21,3.7729462448621067e+21
Tân Long,Tân Long,Tân Long,Mua hàngBán hàng,-9.972.000,80.244.833.35046.360.615.286,,-9972000.0,8.02448333504636e+21
Công ty TNHH Agro Việt,Công ty TNHH Agro Việt,Công ty TNHH Agro Việt,Thanh lý công tyliên doanh,-,14.983.824.894,,,14983824894.0
Sibacons,Sibacons,Sibacons,Mua hàng,4.321.933.335,-,,4321933335.0,
A An,A An,A An,Mua hàng hóa,455.632.238,4.706.546.600,,455632238.0,4706546600.0
