row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm,,
Phải trả các bên khác,Phải trả các bên khác,Phải trả các bên khác,2.159.689.714.864,1.864.507.429.097,2159689714864.0,1864507429097.0
Công ty Cổ phần Nông nghiệp Kiến Nông,Công ty Cổ phần Nông nghiệp Kiến Nông,Công ty Cổ phần Nông nghiệp Kiến Nông,373.804.077.895,67.164.437.600,373804077895.0,67164437600.0
Công ty Cổ phần Nông sản Tzan Quốc tế,Công ty Cổ phần Nông sản Tzan Quốc tế,Công ty Cổ phần Nông sản Tzan Quốc tế,320.049.249.300,79.893.844.100,320049249300.0,79893844100.0
Công ty Cổ phần Nông sản Mogb Quốc tế,Công ty Cổ phần Nông sản Mogb Quốc tế,Công ty Cổ phần Nông sản Mogb Quốc tế,290.096.321.550,164.637.498.100,290096321550.0,164637498100.0
Công ty cổ phần Nông sản Cavi Việt Nam,Công ty cổ phần Nông sản Cavi Việt Nam,Công ty cổ phần Nông sản Cavi Việt Nam,254.544.283.000,151.175.190.000,254544283000.0,151175190000.0
Công ty Cổ phần Hum,Công ty Cổ phần Hum,Công ty Cổ phần Hum,196.200.124.000,105.844.965.000,196200124000.0,105844965000.0
Công ty Cổ phần Nông nghiệp An Điền,Công ty Cổ phần Nông nghiệp An Điền,Công ty Cổ phần Nông nghiệp An Điền,162.451.748.650,321.132.694.900,162451748650.0,321132694900.0
Công ty Cổ phần Cbot Việt Nam,Công ty Cổ phần Cbot Việt Nam,Công ty Cổ phần Cbot Việt Nam,99.643.557.000,248.497.430,99643557000.0,248497430.0
Công ty Cổ phần Otran Logistics,Công ty Cổ phần Otran Logistics,Công ty Cổ phần Otran Logistics,71.515.617.400,71.515.617.400,71515617400.0,71515617400.0
Công ty Cổ phần Kinh doanh Nông sản Tiến Phát,Công ty Cổ phần Kinh doanh Nông sản Tiến Phát,Công ty Cổ phần Kinh doanh Nông sản Tiến Phát,-,294.549.561.000,,294549561000.0
Công ty Cổ phần Điều Organic Bissau,Công ty Cổ phần Điều Organic Bissau,Công ty Cổ phần Điều Organic Bissau,-,229.596.509.100,,229596509100.0
Công ty Cổ phần Gạo Vĩ Dân,Công ty Cổ phần Gạo Vĩ Dân,Công ty Cổ phần Gạo Vĩ Dân,-,183.078.952.800,,183078952800.0
Các bên khác,Các bên khác,Các bên khác,391.384.736.069,195.669.661.667,391384736069.0,195669661667.0
Phải trả các bên liên quan (Thuyết minh số 35),Phải trả các bên liên quan (Thuyết minh số 35),Phải trả các bên liên quan (Thuyết minh số 35),27.831.559.747,36.413.178.869,27831559747.0,36413178869.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.187.521.274.611,1.900.920.607.966,2187521274611.0,1900920607966.0
