row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Doanh thu gộp,Doanh thu gộp,Doanh thu gộp,5.204.230.720.499,7.085.368.377.828,5204230720499.0,7085368377828.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu bán nông sản,Trong đó: > Doanh thu bán nông sản,Doanh thu bán nông sản,3.934.989.047.800,5.708.396.788.334,3934989047800.0,5708396788334.0
Doanh thu hoạt động chăn nuôi,Trong đó: > Doanh thu hoạt động chăn nuôi,Doanh thu hoạt động chăn nuôi,1.209.866.958.051,1.372.699.902.228,1209866958051.0,1372699902228.0
Doanh thu bán cảm,Trong đó: > Doanh thu bán cảm,Doanh thu bán cảm,35.195.735.944,3.109.869.086,35195735944.0,3109869086.0
Doanh thu bán bắt động sản đầu tư,Trong đó: > Doanh thu bán bắt động sản đầu tư,Doanh thu bán bắt động sản đầu tư,23.856.502.596,-,23856502596.0,
Doanh thu cho thuê,Trong đó: > Doanh thu cho thuê,Doanh thu cho thuê,90.000.001,1.161.818.180,90000001.0,1161818180.0
Doanh thu khác,Trong đó: > Doanh thu khác,Doanh thu khác,232.476.107,-,232476107.0,
Các khoản giảm trừ doanh thu,Trong đó: > Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,(5.445.425.109),(1.950.028.570),-5445425109.0,-1950028570.0
Chiết khấu thương mại,Trong đó: > Chiết khấu thương mại,Chiết khấu thương mại,(5.346.019.109),-,-5346019109.0,
Giảm giá hàng bán,Trong đó: > Giảm giá hàng bán,Giảm giá hàng bán,(54.900.000),(1.932.238.570),-54900000.0,-1932238570.0
Hàng bán bị trả lại,Trong đó: > Hàng bán bị trả lại,Hàng bán bị trả lại,(44.506.000),(17.790.000),-44506000.0,-17790000.0
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,5.198.785.295.390,7.083.418.349.258,5198785295390.0,7083418349258.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu đối với bên khác,Trong đó: > Doanh thu đối với bên khác,Doanh thu đối với bên khác,5.015.212.134.402,6.659.763.109.486,5015212134402.0,6659763109486.0
Doanh thu đối với các bên liên quan(Thuyết minh số 35),Trong đó: > Doanh thu đối với các bên liên quan(Thuyết minh số 35),Doanh thu đối với các bên liên quan(Thuyết minh số 35),183.573.160.988,423.655.239.772,183573160988.0,423655239772.0
